2.571,0.0078,0.0156,0.0039,3,0.0560,-0.8355,0.3868,0.3862,3,0.0786,1,
2.583,0.0078,0.0156,0.0039,3,0.0560,-0.8354,0.3869,0.3862,3,0.0784,1,
2.595,0.0313,-0.0430,0.0156,3,0.0560,-0.8354,0.3869,0.3862,3,0.0784,1,
2.607,0.0313,-0.0430,0.0156,3,0.0560,-0.8354,0.3869,0.3862,3,0.0781,1,
2.618,0.0313,-0.0430,0.0156,3,0.0560,-0.8354,0.3869,0.3862,3,0.0779,1,
2.630,0.0039,-0.0352,-0.0078,3,0.0560,-0.8354,0.3869,0.3862,3,0.0779,1,
2.641,0.0039,-0.0352,-0.0078,3,0.0560,-0.8354,0.3869,0.3862,3,0.0776,1,
2.653,0.0039,-0.0352,-0.0078,3,0.0560,-0.8354,0.3870,0.3862,3,0.0776,1,
2.665,-0.0117,-0.0117,0.0156,3,0.0560,-0.8354,0.3870,0.3862,3,0.0776,1,
2.676,-0.0117,-0.0117,0.0156,3,0.0560,-0.8354,0.3870,0.3862,3,0.0774,1,
2.689,-0.0117,-0.0117,0.0156,3,0.0560,-0.8354,0.3870,0.3862,3,0.0774,1,
2.701,0.0039,-0.0352,-0.0078,3,0.0560,-0.8354,0.3870,0.3862,3,0.0774,1,
2.712,0.0039,-0.0352,-0.0078,3,0.0561,-0.8354,0.3870,0.3862,3,0.0769,1,
2.723,0.0039,-0.0352,-0.0078,3,0.0561,-0.8354,0.3870,0.3862,3,0.0769,1,
2.736,0.0000,0.0000,-0.0391,3,0.0561,-0.8354,0.3870,0.3862,3,0.0769,1,
2.747,0.0000,0.0000,-0.0391,3,0.0561,-0.8354,0.3870,0.3862,3,0.0767,1,
2.758,0.0000,0.0000,-0.0391,3,0.0561,-0.8354,0.3870,0.3862,3,0.0764,1,
2.770,-0.0117,-0.0117,0.0234,3,0.0561,-0.8354,0.3870,0.3862,3,0.0764,1,
2.782,-0.0117,-0.0117,0.0234,3,0.0561,-0.8354,0.3870,0.3862,3,0.0764,1,
2.793,-0.0117,-0.0117,0.0234,3,0.0561,-0.8354,0.3870,0.3862,3,0.0764,1,
2.805,-0.0117,-0.0117,0.0234,3,0.0561,-0.8354,0.3870,0.3862,3,0.0764,1,
2.817,-0.0117,-0.0117,0.0234,3,0.0561,-0.8354,0.3871,0.3862,3,0.0762,1,
2.828,-0.0117,-0.0117,0.0234,3,0.0561,-0.8354,0.3871,0.3862,3,0.0762,1,
2.840,-0.0352,0.0469,0.0078,3,0.0561,-0.8354,0.3871,0.3862,3,0.0762,1,
2.851,-0.0352,0.0469,0.0078,3,0.0561,-0.8354,0.3871,0.3862,3,0.0759,1,
2.864,-0.0352,0.0469,0.0078,3,0.0561,-0.8354,0.3871,0.3862,3,0.0759,1,
2.875,0.0273,-0.0078,-0.0117,3,0.0561,-0.8354,0.3871,0.3862,3,0.0759,1,
2.886,0.0273,-0.0078,-0.0117,3,0.0561,-0.8354,0.3871,0.3862,3,0.0759,1,
2.898,0.0273,-0.0078,-0.0117,3,0.0561,-0.8354,0.3871,0.3862,3,0.0759,1,
2.911,0.0352,-0.0078,-0.0117,3,0.0561,-0.8354,0.3871,0.3862,3,0.0759,1,
2.922,0.0352,-0.0078,-0.0117,3,0.0562,-0.8354,0.3871,0.3862,3,0.0759,1,
2.934,0.0352,-0.0078,-0.0117,3,0.0562,-0.8354,0.3871,0.3862,3,0.0759,1,
2.946,0.0352,-0.0078,-0.0117,3,0.0562,-0.8354,0.3871,0.3862,3,0.0759,1,
2.958,0.0352,-0.0078,-0.0117,3,0.0562,-0.8353,0.3871,0.3862,3,0.0759,1,
2.970,0.0000,0.0000,-0.0391,3,0.0562,-0.8353,0.3871,0.3862,3,0.0759,1,
2.980,0.0000,0.0000,-0.0391,3,0.0562,-0.8353,0.3871,0.3862,3,0.0757,1,
2.993,0.0000,0.0000,-0.0391,3,0.0562,-0.8353,0.3871,0.3862,3,0.0757,1,
3.004,-0.0117,-0.0117,0.0234,3,0.0562,-0.8353,0.3871,0.3862,3,0.0757,1,
3.015,-0.0117,-0.0117,0.0234,3,0.0562,-0.8353,0.3872,0.3862,3,0.0757,1,
3.027,-0.0117,-0.0117,0.0234,3,0.0562,-0.8353,0.3872,0.3862,3,0.0757,1,
3.039,0.0156,-0.0195,0.0508,3,0.0562,-0.8353,0.3872,0.3862,3,0.0757,1,
3.051,0.0156,-0.0195,0.0508,3,0.0562,-0.8353,0.3872,0.3862,3,0.0757,1,
3.062,0.0156,-0.0195,0.0508,3,0.0562,-0.8353,0.3872,0.3862,3,0.0754,1,
3.075,-0.0195,-0.0273,-0.0273,3,0.0562,-0.8353,0.3872,0.3862,3,0.0754,1,
3.086,-0.0195,-0.0273,-0.0273,3,0.0562,-0.8353,0.3873,0.3862,3,0.0754,1,
3.097,-0.0195,-0.0273,-0.0273,3,0.0562,-0.8353,0.3873,0.3862,3,0.0754,1,
3.109,0.0000,0.0000,-0.0391,3,0.0562,-0.8353,0.3873,0.3862,3,0.0754,1,
3.120,0.0000,0.0000,-0.0391,3,0.0562,-0.8353,0.3873,0.3862,3,0.0752,1,
3.132,0.0000,0.0000,-0.0391,3,0.0562,-0.8353,0.3873,0.3862,3,0.0750,1,
