t,linAccelX,linAccelY,linAccelZ,linAccelAccuracy,quatReal,quatI,quatJ,quatK,quatRadianAccuracy,quatAccuracy
7.746,-0.0195,-0.3320,0.4688,3,0.1813,0.9127,0.1609,-0.3290,3,0.1091,
7.756,0.0742,-0.0977,0.2344,3,0.1813,0.9127,0.1609,-0.3290,3,0.1091,
7.769,0.1211,-0.1055,-0.0898,3,0.1813,0.9127,0.1609,-0.3290,3,0.1091,
7.779,0.1211,-0.1055,-0.0898,3,0.1830,0.9118,0.1639,-0.3290,3,0.1096,
7.790,0.1211,-0.1055,-0.0898,3,0.1835,0.9115,0.1646,-0.3293,3,0.1099,
7.800,0.1211,-0.1055,-0.0898,3,0.1838,0.9111,0.1652,-0.3298,3,0.1099,
7.811,0.1211,-0.1055,-0.0898,3,0.1841,0.9108,0.1657,-0.3303,3,0.1101,
7.822,0.1211,-0.1055,-0.0898,3,0.1846,0.9104,0.1663,-0.3307,3,0.1101,
7.833,0.2227,0.2148,0.0117,3,0.1846,0.9104,0.1663,-0.3307,3,0.1101,
7.843,0.2227,0.2148,0.0117,3,0.1859,0.9094,0.1674,-0.3322,3,0.1106,
7.855,0.2227,0.2148,0.0117,3,0.1864,0.9091,0.1675,-0.3328,3,0.1106,
7.865,0.2227,0.2148,0.0117,3,0.1868,0.9088,0.1676,-0.3334,3,0.1108,
7.875,0.2227,0.2148,0.0117,3,0.1873,0.9085,0.1677,-0.3338,3,0.1108,
7.886,0.2227,0.2148,0.0117,3,0.1876,0.9083,0.1677,-0.3342,3,0.1111,
7.898,0.0664,0.4531,0.0859,3,0.1876,0.9083,0.1677,-0.3342,3,0.1111,
7.908,0.0664,0.4531,0.0859,3,0.1880,0.9081,0.1674,-0.3346,3,0.1113,
7.919,0.0664,0.4531,0.0859,3,0.1881,0.9081,0.1672,-0.3347,3,0.1113,
7.929,0.0664,0.4531,0.0859,3,0.1882,0.9081,0.1669,-0.3347,3,0.1116,
7.941,0.0664,0.4531,0.0859,3,0.1884,0.9081,0.1665,-0.3347,3,0.1116,
7.951,-0.1992,-0.0273,-0.5781,3,0.1884,0.9081,0.1665,-0.3347,3,0.1116,
7.963,0.2109,0.0938,-0.3438,3,0.1884,0.9081,0.1665,-0.3347,3,0.1116,
7.973,0.2109,0.0938,-0.3438,3,0.1891,0.9089,0.1640,-0.3336,3,0.1121,
7.985,0.2109,0.0938,-0.3438,3,0.1893,0.9092,0.1634,-0.3329,3,0.1123,
7.995,0.2109,0.0938,-0.3438,3,0.1892,0.9097,0.1628,-0.3320,3,0.1123,
8.006,0.2109,0.0938,-0.3438,3,0.1890,0.9101,0.1625,-0.3310,3,0.1125,
8.016,0.4414,-0.1328,-0.4727,3,0.1890,0.9101,0.1625,-0.3310,3,0.1125,
8.028,0.4531,-0.0977,-0.5391,3,0.1890,0.9101,0.1625,-0.3310,3,0.1125,
8.038,0.4531,-0.0977,-0.5391,3,0.1884,0.9117,0.1609,-0.3278,3,0.1128,
8.049,0.4531,-0.0977,-0.5391,3,0.1883,0.9120,0.1602,-0.3273,3,0.1130,
8.059,0.4531,-0.0977,-0.5391,3,0.1882,0.9124,0.1592,-0.3269,3,0.1130,
8.071,0.4531,-0.0977,-0.5391,3,0.1883,0.9126,0.1578,-0.3268,3,0.1133,
8.081,0.4531,-0.0977,-0.5391,3,0.1884,0.9128,0.1563,-0.3267,3,0.1133,
8.092,0.0938,0.6602,0.5898,3,0.1884,0.9128,0.1563,-0.3267,3,0.1133,
8.104,0.2344,0.7070,0.7500,3,0.1884,0.9128,0.1563,-0.3267,3,0.1133,
8.115,0.2344,0.7070,0.7500,3,0.1894,0.9135,0.1505,-0.3271,3,0.1138,
8.126,0.2344,0.7070,0.7500,3,0.1896,0.9136,0.1491,-0.3272,3,0.1140,
8.137,0.4805,0.5352,0.2813,3,0.1896,0.9136,0.1491,-0.3272,3,0.1140,
8.148,0.4805,0.5352,0.2813,3,0.1896,0.9141,0.1469,-0.3268,3,0.1143,
8.159,0.4805,0.5352,0.2813,3,0.1895,0.9144,0.1464,-0.3265,3,0.1145,
8.170,0.4805,0.5352,0.2813,3,0.1891,0.9146,0.1462,-0.3261,3,0.1145,
8.180,0.4805,0.5352,0.2813,3,0.1889,0.9148,0.1460,-0.3257,3,0.1147,
8.190,0.4805,0.5352,0.2813,3,0.1887,0.9150,0.1460,-0.3254,3,0.1147,
8.201,0.4805,0.5352,0.2813,3,0.1884,0.9152,0.1461,-0.3251,3,0.1150,
8.213,-0.0625,-0.1992,-0.9570,3,0.1884,0.9152,0.1461,-0.3251,3,0.1150,
8.223,-0.0625,-0.1992,-0.9570,3,0.1875,0.9155,0.1462,-0.3245,3,0.1152,
8.235,-0.0625,-0.1992,-0.9570,3,0.1870,0.9157,0.1464,-0.3243,3,0.1152,
8.246,-0.0625,-0.1992,-0.9570,3,0.1865,0.9158,0.1466,-0.3241,3,0.1152,
8.256,-0.2969,-0.4336,-1.1328,3,0.1865,0.9158,0.1466,-0.3241,3,0.1152,
8.268,-0.4648,-0.4688,-0.9180,3,0.1865,0.9158,0.1466,-0.3241,3,0.1152,
8.279,-0.4648,-0.4688,-0.9180,3,0.1848,0.9161,0.1471,-0.3241,3,0.1150,
8.290,-0.4648,-0.4688,-0.9180,3,0.1844,0.9160,0.1472,-0.3245,3,0.1152,
8.301,-0.4648,-0.4688,-0.9180,3,0.1842,0.9158,0.1472,-0.3251,3,0.1152,
8.311,-0.7578,0.0977,-0.0547,3,0.1842,0.9158,0.1472,-0.3251,3,0.1152,
8.323,-0.8164,0.1523,0.1836,3,0.1842,0.9158,0.1472,-0.3251,3,0.1152,
8.334,-0.8164,0.1523,0.1836,3,0.1843,0.9146,0.1456,-0.3291,3,0.1157,
8.344,-0.8164,0.1523,0.1836,3,0.1845,0.9143,0.1448,-0.3303,3,0.1157,
8.354,-0.8164,0.1523,0.1836,3,0.1848,0.9140,0.1439,-0.3313,3,0.1160,
8.366,-0.8164,0.1523,0.1836,3,0.1849,0.9138,0.1428,-0.3322,3,0.1160,
8.377,-0.0273,0.3555,0.4648,3,0.1849,0.9138,0.1428,-0.3322,3,0.1160,
8.388,-0.0273,0.3555,0.4648,3,0.1850,0.9138,0.1403,-0.3334,3,0.1165,
8.398,-0.0273,0.3555,0.4648,3,0.1849,0.9139,0.1395,-0.3334,3,0.1165,
8.410,-0.0273,0.3555,0.4648,3,0.1849,0.9140,0.1387,-0.3334,3,0.1167,
8.421,-0.0273,0.3555,0.4648,3,0.1848,0.9142,0.1379,-0.3334,3,0.1167,
8.431,0.2930,-0.8047,0.4609,3,0.1848,0.9142,0.1379,-0.3334,3,0.1167,
8.442,0.2266,-0.8984,0.4961,3,0.1848,0.9142,0.1379,-0.3334,3,0.1167,
8.454,0.2266,-0.8984,0.4961,3,0.1854,0.9143,0.1349,-0.3339,3,0.1172,
8.464,0.2266,-0.8984,0.4961,3,0.1857,0.9142,0.1340,-0.3344,3,0.1172,
8.474,0.2266,-0.8984,0.4961,3,0.1862,0.9141,0.1331,-0.3348,3,0.1174,
8.485,0.2266,-0.8984,0.4961,3,0.1865,0.9139,0.1321,-0.3353,3,0.1174,
8.497,0.2070,-0.7656,0.7148,3,0.1865,0.9139,0.1321,-0.3353,3,0.1174,
8.508,0.2070,-0.7656,0.7148,3,0.1868,0.9138,0.1296,-0.3367,3,0.1177,
8.519,0.2070,-0.7656,0.7148,3,0.1866,0.9138,0.1287,-0.3373,3,0.1179,
8.529,0.2070,-0.7656,0.7148,3,0.1861,0.9138,0.1277,-0.3377,3,0.1182,
8.540,0.2070,-0.7656,0.7148,3,0.1855,0.9139,0.1270,-0.3380,3,0.1182,
8.551,0.2070,-0.7656,0.7148,3,0.1847,0.9141,0.1262,-0.3381,3,0.1182,
8.562,-1.2266,-0.3438,-0.0625,3,0.1847,0.9141,0.1262,-0.3381,3,0.1182,
8.573,-1.2266,-0.3438,-0.0625,3,0.1821,0.9152,0.1254,-0.3370,3,0.1187,
8.585,-1.2266,-0.3438,-0.0625,3,0.1810,0.9156,0.1252,-0.3364,3,0.1187,
8.596,-1.2266,-0.3438,-0.0625,3,0.1801,0.9160,0.1251,-0.3360,3,0.1189,
8.607,-1.0781,-0.3867,-0.6563,3,0.1801,0.9160,0.1251,-0.3360,3,0.1189,
8.619,-1.0781,-0.3867,-0.6563,3,0.1784,0.9166,0.1244,-0.3354,3,0.1184,
8.629,-1.0781,-0.3867,-0.6563,3,0.1780,0.9166,0.1241,-0.3356,3,0.1184,
8.640,-1.0781,-0.3867,-0.6563,3,0.1779,0.9166,0.1240,-0.3359,3,0.1187,
8.651,-1.0781,-0.3867,-0.6563,3,0.1778,0.9164,0.1240,-0.3363,3,0.1187,
8.663,0.4805,0.2148,0.6914,3,0.1778,0.9164,0.1240,-0.3363,3,0.1187,
8.674,0.4805,0.2148,0.6914,3,0.1785,0.9158,0.1243,-0.3377,3,0.1189,
8.684,0.4805,0.2148,0.6914,3,0.1790,0.9154,0.1245,-0.3384,3,0.1191,
8.694,0.4805,0.2148,0.6914,3,0.1794,0.9150,0.1247,-0.3392,3,0.1191,
8.706,0.4805,0.2148,0.6914,3,0.1799,0.9146,0.1250,-0.3400,3,0.1191,
8.716,0.5898,0.3477,0.5742,3,0.1799,0.9146,0.1250,-0.3400,3,0.1191,
8.727,0.5898,0.3477,0.5742,3,0.1808,0.9138,0.1261,-0.3412,3,0.1189,
8.737,0.5898,0.3477,0.5742,3,0.1811,0.9136,0.1268,-0.3414,3,0.1189,
8.749,0.5898,0.3477,0.5742,3,0.1814,0.9134,0.1274,-0.3415,3,0.1187,
8.760,0.5898,0.3477,0.5742,3,0.1815,0.9133,0.1279,-0.3416,3,0.1184,
8.770,0.0234,0.0977,-0.0508,3,0.1815,0.9133,0.1279,-0.3416,3,0.1184,
8.780,0.1172,0.0859,-0.0352,3,0.1815,0.9133,0.1279,-0.3416,3,0.1184,
8.791,0.1641,0.0938,-0.0781,3,0.1815,0.9133,0.1279,-0.3416,3,0.1184,
8.802,-0.1328,0.0938,-0.1250,3,0.1815,0.9133,0.1279,-0.3416,3,0.1184,
8.813,-0.1328,0.0938,-0.1250,3,0.1829,0.9122,0.1317,-0.3421,3,0.1189,
8.824,-0.1328,0.0938,-0.1250,3,0.1830,0.9120,0.1323,-0.3423,3,0.1191,
8.836,-0.1328,0.0938,-0.1250,3,0.1832,0.9119,0.1326,-0.3426,3,0.1191,
8.848,-0.6836,0.1172,-0.3945,3,0.1832,0.9119,0.1326,-0.3426,3,0.1191,
8.858,-0.6836,0.1172,-0.3945,3,0.1838,0.9114,0.1330,-0.3433,3,0.1194,
8.869,-0.6836,0.1172,-0.3945,3,0.1843,0.9113,0.1332,-0.3435,3,0.1196,
8.881,-0.6836,0.1172,-0.3945,3,0.1848,0.9110,0.1335,-0.3436,3,0.1196,
8.891,-0.0625,0.5039,0.2227,3,0.1848,0.9110,0.1335,-0.3436,3,0.1196,
8.903,0.0703,0.5000,0.1992,3,0.1848,0.9110,0.1335,-0.3436,3,0.1196,
8.913,0.0703,0.5000,0.1992,3,0.1867,0.9106,0.1349,-0.3430,3,0.1201,
8.925,0.0703,0.5000,0.1992,3,0.1871,0.9107,0.1354,-0.3425,3,0.1201,
8.935,0.5508,0.5078,-0.0508,3,0.1871,0.9107,0.1354,-0.3425,3,0.1201,
8.945,0.6563,0.5742,0.0820,3,0.1871,0.9107,0.1354,-0.3425,3,0.1201,
8.956,0.4180,0.5195,0.1367,3,0.1871,0.9107,0.1354,-0.3425,3,0.1201,
8.968,0.4180,0.5195,0.1367,3,0.1891,0.9106,0.1383,-0.3405,3,0.1206,
8.978,0.4180,0.5195,0.1367,3,0.1896,0.9105,0.1391,-0.3401,3,0.1208,
8.988,0.4180,0.5195,0.1367,3,0.1902,0.9104,0.1400,-0.3397,3,0.1208,
8.998,0.4180,0.5195,0.1367,3,0.1909,0.9103,0.1407,-0.3392,3,0.1211,
9.009,0.4180,0.5195,0.1367,3,0.1915,0.9102,0.1415,-0.3389,3,0.1211,
9.020,0.4180,0.5195,0.1367,3,0.1922,0.9100,0.1420,-0.3388,3,0.1213,
9.031,0.1094,0.8398,0.4180,3,0.1922,0.9100,0.1420,-0.3388,3,0.1213,
9.042,0.1094,0.8398,0.4180,3,0.1940,0.9095,0.1431,-0.3385,3,0.1206,
9.054,0.1094,0.8398,0.4180,3,0.1946,0.9094,0.1433,-0.3385,3,0.1201,
9.064,0.1094,0.8398,0.4180,3,0.1951,0.9092,0.1437,-0.3384,3,0.1201,
9.074,-0.8945,0.6680,0.1484,3,0.1951,0.9092,0.1437,-0.3384,3,0.1201,
9.086,-0.9492,0.6484,0.1328,3,0.1951,0.9092,0.1437,-0.3384,3,0.1201,
9.097,-0.9492,0.6484,0.1328,3,0.1965,0.9094,0.1453,-0.3365,3,0.1206,
9.107,-0.9492,0.6484,0.1328,3,0.1970,0.9097,0.1456,-0.3353,3,0.1206,
9.118,-0.9492,0.6484,0.1328,3,0.1973,0.9101,0.1458,-0.3340,3,0.1208,
9.128,-0.9492,0.6484,0.1328,3,0.1976,0.9105,0.1460,-0.3325,3,0.1208,
9.140,-0.9492,0.6484,0.1328,3,0.1978,0.9110,0.1461,-0.3310,3,0.1211,
9.150,1.4688,0.8125,-0.0977,3,0.1978,0.9110,0.1461,-0.3310,3,0.1211,
9.161,1.5234,0.7734,-0.1680,3,0.1978,0.9110,0.1461,-0.3310,3,0.1211,
9.172,1.5234,0.7734,-0.1680,3,0.1960,0.9130,0.1469,-0.3264,3,0.1213,
9.183,1.5234,0.7734,-0.1680,3,0.1949,0.9134,0.1474,-0.3257,3,0.1216,
9.193,1.5234,0.7734,-0.1680,3,0.1935,0.9137,0.1482,-0.3252,3,0.1216,
9.204,1.5234,0.7734,-0.1680,3,0.1920,0.9140,0.1495,-0.3247,3,0.1218,
9.214,1.5234,0.7734,-0.1680,3,0.1905,0.9142,0.1509,-0.3243,3,0.1218,
9.227,-3.0625,-0.7227,-1.1758,3,0.1905,0.9142,0.1509,-0.3243,3,0.1218,
9.237,-3.0625,-0.7227,-1.1758,3,0.1884,0.9144,0.1539,-0.3237,3,0.1223,
9.248,-3.0625,-0.7227,-1.1758,3,0.1881,0.9143,0.1547,-0.3235,3,0.1223,
9.260,-3.0625,-0.7227,-1.1758,3,0.1881,0.9144,0.1552,-0.3232,3,0.1223,
9.270,-0.2031,-0.4883,-0.6641,3,0.1881,0.9144,0.1552,-0.3232,3,0.1223,
9.282,0.2656,-0.4727,-0.5078,3,0.1881,0.9144,0.1552,-0.3232,3,0.1223,
9.292,0.2656,-0.4727,-0.5078,3,0.1885,0.9151,0.1542,-0.3213,3,0.1228,
9.303,0.2656,-0.4727,-0.5078,3,0.1888,0.9154,0.1535,-0.3207,3,0.1228,
9.314,0.2656,-0.4727,-0.5078,3,0.1891,0.9157,0.1526,-0.3201,3,0.1230,
9.324,0.3672,-0.4375,1.4922,3,0.1891,0.9157,0.1526,-0.3201,3,0.1230,
9.336,0.3320,-0.4297,1.5156,3,0.1891,0.9157,0.1526,-0.3201,3,0.1230,
9.347,0.3320,-0.4297,1.5156,3,0.1901,0.9167,0.1490,-0.3183,3,0.1235,
9.357,0.3320,-0.4297,1.5156,3,0.1901,0.9171,0.1482,-0.3175,3,0.1235,
9.368,0.3320,-0.4297,1.5156,3,0.1900,0.9175,0.1476,-0.3166,3,0.1238,
9.378,0.3320,-0.4297,1.5156,3,0.1899,0.9180,0.1474,-0.3156,3,0.1238,
9.390,0.3320,-0.4297,1.5156,3,0.1899,0.9183,0.1474,-0.3143,3,0.1240,
9.401,0.1289,-1.0508,0.3164,3,0.1899,0.9183,0.1474,-0.3143,3,0.1240,
9.412,0.1289,-1.0508,0.3164,3,0.1900,0.9190,0.1476,-0.3123,3,0.1243,
9.423,0.1289,-1.0508,0.3164,3,0.1901,0.9191,0.1477,-0.3119,3,0.1243,
9.435,0.1289,-1.0508,0.3164,3,0.1901,0.9192,0.1478,-0.3117,3,0.1245,
9.446,-0.6016,-0.6797,0.4805,3,0.1901,0.9192,0.1478,-0.3117,3,0.1245,
9.457,-0.6016,-0.6797,0.4805,3,0.1895,0.9191,0.1483,-0.3121,3,0.1248,
9.468,-0.6016,-0.6797,0.4805,3,0.1891,0.9189,0.1487,-0.3125,3,0.1248,
9.479,-0.6016,-0.6797,0.4805,3,0.1887,0.9188,0.1495,-0.3129,3,0.1250,
9.490,-1.2773,-0.6328,-0.2109,3,0.1887,0.9188,0.1495,-0.3129,3,0.1250,
9.501,-1.6367,-0.8555,-0.9688,3,0.1887,0.9188,0.1495,-0.3129,3,0.1250,
9.512,-1.6367,-0.8555,-0.9688,3,0.1870,0.9180,0.1538,-0.3140,3,0.1252,
9.523,-1.6367,-0.8555,-0.9688,3,0.1868,0.9178,0.1551,-0.3142,3,0.1255,
9.534,-1.6367,-0.8555,-0.9688,3,0.1868,0.9175,0.1561,-0.3146,3,0.1255,
9.545,-1.6367,-0.8555,-0.9688,3,0.1870,0.9170,0.1567,-0.3156,3,0.1257,
9.556,0.0469,-0.6875,0.0898,3,0.1870,0.9170,0.1567,-0.3156,3,0.1257,
9.568,0.0469,-0.6875,0.0898,3,0.1878,0.9158,0.1575,-0.3181,3,0.1260,
9.579,0.0469,-0.6875,0.0898,3,0.1882,0.9153,0.1574,-0.3193,3,0.1260,
9.589,0.7813,-0.2188,0.7773,3,0.1882,0.9153,0.1574,-0.3193,3,0.1260,
9.601,0.6914,-0.2227,0.8047,3,0.1882,0.9153,0.1574,-0.3193,3,0.1260,
9.612,0.6914,-0.2227,0.8047,3,0.1889,0.9138,0.1566,-0.3237,3,0.1265,
9.622,0.6914,-0.2227,0.8047,3,0.1887,0.9136,0.1562,-0.3246,3,0.1265,
9.632,0.6914,-0.2227,0.8047,3,0.1884,0.9135,0.1561,-0.3252,3,0.1267,
9.644,0.6914,-0.2227,0.8047,3,0.1880,0.9135,0.1560,-0.3255,3,0.1267,
9.654,0.3320,-0.5469,-0.2539,3,0.1880,0.9135,0.1560,-0.3255,3,0.1267,
9.665,0.2617,-0.6875,-0.3438,3,0.1880,0.9135,0.1560,-0.3255,3,0.1267,
9.676,0.2617,-0.6875,-0.3438,3,0.1866,0.9138,0.1555,-0.3257,3,0.1272,
9.687,0.2617,-0.6875,-0.3438,3,0.1863,0.9138,0.1553,-0.3256,3,0.1272,
9.698,0.2617,-0.6875,-0.3438,3,0.1860,0.9139,0.1552,-0.3256,3,0.1274,
9.708,0.2617,-0.6875,-0.3438,3,0.1857,0.9141,0.1553,-0.3255,3,0.1274,
9.719,0.2617,-0.6875,-0.3438,3,0.1851,0.9141,0.1555,-0.3254,3,0.1274,
9.731,0.2188,-0.4414,-0.0547,3,0.1851,0.9141,0.1555,-0.3254,3,0.1274,
9.742,0.2383,-0.4883,-0.1484,3,0.1851,0.9141,0.1555,-0.3254,3,0.1274,
9.753,0.2383,-0.4883,-0.1484,3,0.1826,0.9147,0.1568,-0.3246,3,0.1270,
9.763,0.2383,-0.4883,-0.1484,3,0.1819,0.9148,0.1576,-0.3244,3,0.1270,
9.776,0.0234,-0.5078,-0.5469,3,0.1819,0.9148,0.1576,-0.3244,3,0.1270,
9.786,0.0234,-0.5078,-0.5469,3,0.1804,0.9149,0.1589,-0.3244,3,0.1272,
9.797,0.0234,-0.5078,-0.5469,3,0.1799,0.9149,0.1591,-0.3246,3,0.1274,
9.807,0.0234,-0.5078,-0.5469,3,0.1796,0.9148,0.1591,-0.3248,3,0.1274,
9.819,0.0234,-0.5078,-0.5469,3,0.1794,0.9148,0.1590,-0.3252,3,0.1277,
9.830,0.1758,-0.1602,-0.1445,3,0.1794,0.9148,0.1590,-0.3252,3,0.1277,
9.841,0.2266,-0.2227,0.0547,3,0.1794,0.9148,0.1590,-0.3252,3,0.1277,
9.852,0.2266,-0.2227,0.0547,3,0.1801,0.9149,0.1569,-0.3256,3,0.1279,
9.864,0.2266,-0.2227,0.0547,3,0.1807,0.9149,0.1559,-0.3256,3,0.1282,
9.874,1.4805,0.6523,1.1250,3,0.1807,0.9149,0.1559,-0.3256,3,0.1282,
9.885,1.2500,0.6875,1.3086,3,0.1807,0.9149,0.1559,-0.3256,3,0.1282,
9.896,1.2500,0.6875,1.3086,3,0.1817,0.9149,0.1524,-0.3268,3,0.1274,
9.907,1.2500,0.6875,1.3086,3,0.1814,0.9149,0.1520,-0.3271,3,0.1277,
9.917,1.2500,0.6875,1.3086,3,0.1810,0.9150,0.1519,-0.3271,3,0.1277,
9.927,1.2500,0.6875,1.3086,3,0.1804,0.9151,0.1517,-0.3272,3,0.1279,
9.938,1.2500,0.6875,1.3086,3,0.1799,0.9153,0.1516,-0.3270,3,0.1279,
9.949,1.2500,0.6875,1.3086,3,0.1793,0.9157,0.1518,-0.3261,3,0.1282,
9.959,1.2500,0.6875,1.3086,3,0.1789,0.9161,0.1520,-0.3251,3,0.1282,
9.970,1.2500,0.6875,1.3086,3,0.1785,0.9165,0.1523,-0.3240,3,0.1284,
9.981,1.2500,0.6875,1.3086,3,0.1781,0.9170,0.1523,-0.3229,3,0.1284,
9.992,1.2500,0.6875,1.3086,3,0.1779,0.9174,0.1522,-0.3219,3,0.1284,
10.003,1.2500,0.6875,1.3086,3,0.1778,0.9177,0.1519,-0.3212,3,0.1287,
10.015,-0.1719,0.1250,-1.2266,3,0.1778,0.9177,0.1519,-0.3212,3,0.1287,
10.025,-0.1719,0.1250,-1.2266,3,0.1788,0.9178,0.1495,-0.3213,3,0.1289,
10.037,-0.1719,0.1250,-1.2266,3,0.1793,0.9179,0.1481,-0.3215,3,0.1289,
10.047,-0.1719,0.1250,-1.2266,3,0.1801,0.9180,0.1467,-0.3215,3,0.1292,
10.058,-0.1719,0.1250,-1.2266,3,0.1808,0.9182,0.1454,-0.3213,3,0.1292,
10.070,0.4180,0.6445,0.2891,3,0.1808,0.9182,0.1454,-0.3213,3,0.1292,
10.081,0.4961,0.5586,0.2930,3,0.1808,0.9182,0.1454,-0.3213,3,0.1292,
10.091,0.4961,0.5586,0.2930,3,0.1824,0.9191,0.1403,-0.3199,3,0.1296,
10.102,0.4961,0.5586,0.2930,3,0.1827,0.9194,0.1388,-0.3195,3,0.1296,
10.114,0.4961,0.5586,0.2930,3,0.1828,0.9197,0.1373,-0.3193,3,0.1299,
10.125,0.4141,0.2188,-0.1797,3,0.1828,0.9197,0.1373,-0.3193,3,0.1299,
10.136,0.4141,0.2188,-0.1797,3,0.1833,0.9202,0.1334,-0.3190,3,0.1301,
10.146,0.4141,0.2188,-0.1797,3,0.1835,0.9204,0.1320,-0.3190,3,0.1304,
10.158,0.4141,0.2188,-0.1797,3,0.1837,0.9206,0.1306,-0.3189,3,0.1304,
10.169,0.2031,-0.1250,-0.2461,3,0.1837,0.9206,0.1306,-0.3189,3,0.1304,
10.180,0.0898,-0.2031,-0.4961,3,0.1837,0.9206,0.1306,-0.3189,3,0.1304,
10.191,0.0898,-0.2031,-0.4961,3,0.1841,0.9213,0.1255,-0.3187,3,0.1309,
10.202,0.0898,-0.2031,-0.4961,3,0.1840,0.9214,0.1242,-0.3187,3,0.1309,
10.213,0.0898,-0.2031,-0.4961,3,0.1840,0.9216,0.1228,-0.3190,3,0.1311,
10.225,0.0313,-0.1875,-0.2695,3,0.1840,0.9216,0.1228,-0.3190,3,0.1311,
10.235,0.0313,-0.1875,-0.2695,3,0.1833,0.9220,0.1194,-0.3194,3,0.1313,
10.247,0.0313,-0.1875,-0.2695,3,0.1827,0.9222,0.1182,-0.3195,3,0.1313,
10.258,0.0313,-0.1875,-0.2695,3,0.1821,0.9225,0.1171,-0.3195,3,0.1316,
10.269,-1.1875,-0.6523,-0.6484,3,0.1821,0.9225,0.1171,-0.3195,3,0.1316,
10.280,-1.1875,-0.6523,-0.6484,3,0.1808,0.9232,0.1138,-0.3195,3,0.1318,
10.292,-1.1875,-0.6523,-0.6484,3,0.1805,0.9235,0.1121,-0.3194,3,0.1318,
10.303,-1.1875,-0.6523,-0.6484,3,0.1804,0.9238,0.1104,-0.3192,3,0.1321,
10.313,-0.1797,-0.8867,0.4766,3,0.1804,0.9238,0.1104,-0.3192,3,0.1321,
10.324,0.2969,-0.8164,0.8047,3,0.1804,0.9238,0.1104,-0.3192,3,0.1321,
10.336,0.2969,-0.8164,0.8047,3,0.1806,0.9241,0.1040,-0.3203,3,0.1323,
10.347,0.2969,-0.8164,0.8047,3,0.1805,0.9241,0.1021,-0.3211,3,0.1326,
10.358,0.2969,-0.8164,0.8047,3,0.1804,0.9240,0.1002,-0.3220,3,0.1326,
10.370,0.1641,-0.6406,0.9961,3,0.1804,0.9240,0.1002,-0.3220,3,0.1326,
10.381,0.1641,-0.6406,0.9961,3,0.1802,0.9239,0.0957,-0.3237,3,0.1328,
10.391,0.1641,-0.6406,0.9961,3,0.1799,0.9240,0.0938,-0.3243,3,0.1331,
10.401,0.1641,-0.6406,0.9961,3,0.1795,0.9241,0.0918,-0.3246,3,0.1328,
10.413,0.1641,-0.6406,0.9961,3,0.1788,0.9243,0.0896,-0.3250,3,0.1323,
10.425,0.0391,-0.2109,0.7500,3,0.1788,0.9243,0.0896,-0.3250,3,0.1323,
10.435,0.0391,-0.2109,0.7500,3,0.1761,0.9252,0.0856,-0.3250,3,0.1323,
10.446,0.0391,-0.2109,0.7500,3,0.1750,0.9257,0.0849,-0.3245,3,0.1326,
10.458,0.0391,-0.2109,0.7500,3,0.1738,0.9261,0.0846,-0.3239,3,0.1326,
10.469,-2.0117,-0.5586,-0.9805,3,0.1738,0.9261,0.0846,-0.3239,3,0.1326,
10.480,-2.0117,-0.5586,-0.9805,3,0.1716,0.9270,0.0840,-0.3228,3,0.1328,
10.490,-2.0117,-0.5586,-0.9805,3,0.1713,0.9271,0.0837,-0.3228,3,0.1331,
10.502,-2.0117,-0.5586,-0.9805,3,0.1712,0.9271,0.0836,-0.3230,3,0.1331,
10.513,-2.0117,-0.5586,-0.9805,3,0.1715,0.9269,0.0835,-0.3233,3,0.1333,
10.524,-0.4141,-0.6602,0.3398,3,0.1715,0.9269,0.0835,-0.3233,3,0.1333,
10.535,-0.4141,-0.6602,0.3398,3,0.1733,0.9260,0.0844,-0.3246,3,0.1335,
10.546,-0.4141,-0.6602,0.3398,3,0.1741,0.9255,0.0849,-0.3256,3,0.1335,
10.557,-0.4141,-0.6602,0.3398,3,0.1749,0.9248,0.0854,-0.3268,3,0.1335,
10.568,1.2344,-0.4648,1.0586,3,0.1749,0.9248,0.0854,-0.3268,3,0.1335,
10.579,1.1133,-0.3047,1.1719,3,0.1749,0.9248,0.0854,-0.3268,3,0.1335,
10.591,1.1133,-0.3047,1.1719,3,0.1783,0.9218,0.0881,-0.3329,3,0.1340,
10.601,1.1133,-0.3047,1.1719,3,0.1791,0.9208,0.0890,-0.3348,3,0.1343,
10.612,1.1133,-0.3047,1.1719,3,0.1796,0.9200,0.0899,-0.3366,3,0.1343,
10.625,0.2578,0.0078,0.6367,3,0.1796,0.9200,0.0899,-0.3366,3,0.1343,
10.636,0.2578,0.0078,0.6367,3,0.1808,0.9178,0.0931,-0.3410,3,0.1345,
10.646,0.2578,0.0078,0.6367,3,0.1812,0.9171,0.0941,-0.3423,3,0.1340,
10.656,0.2578,0.0078,0.6367,3,0.1814,0.9166,0.0952,-0.3433,3,0.1335,
10.668,0.2578,0.0078,0.6367,3,0.1817,0.9161,0.0967,-0.3441,3,0.1335,
10.680,-0.6523,0.1797,0.1445,3,0.1817,0.9161,0.0967,-0.3441,3,0.1335,
10.690,-0.6523,0.1797,0.1445,3,0.1822,0.9151,0.1005,-0.3453,3,0.1338,
10.700,-0.6523,0.1797,0.1445,3,0.1823,0.9148,0.1019,-0.3458,3,0.1340,
