t,linAccelX,linAccelY,linAccelZ,linAccelAccuracy,quatReal,quatI,quatJ,quatK,quatRadianAccuracy,quatAccuracy
7.992,-0.0039,0.2656,-0.0352,3,0.8111,-0.0266,-0.3416,-0.4741,3,0.0537,
8.003,0.0547,-0.1680,0.4336,3,0.8111,-0.0266,-0.3416,-0.4741,3,0.0537,
8.014,0.0547,-0.1680,0.4336,3,0.8252,-0.0229,-0.3437,-0.4476,3,0.0549,
8.026,0.0547,-0.1680,0.4336,3,0.8300,-0.0234,-0.3446,-0.4381,3,0.0549,
8.036,0.0547,-0.1680,0.4336,3,0.8338,-0.0245,-0.3448,-0.4304,3,0.0552,
8.047,0.0547,-0.1680,0.4336,3,0.8380,-0.0258,-0.3444,-0.4225,3,0.0552,
8.058,-0.6211,1.1563,-0.8438,3,0.8380,-0.0258,-0.3444,-0.4225,3,0.0552,
8.070,-0.6211,1.1563,-0.8438,3,0.8489,-0.0247,-0.3439,-0.4006,3,0.0554,
8.080,-0.6211,1.1563,-0.8438,3,0.8538,-0.0221,-0.3431,-0.3909,3,0.0554,
8.091,-0.6211,1.1563,-0.8438,3,0.8591,-0.0186,-0.3421,-0.3803,3,0.0557,
8.101,0.4727,-1.0352,0.3945,3,0.8591,-0.0186,-0.3421,-0.3803,3,0.0557,
8.114,0.2148,-1.0352,0.8555,3,0.8591,-0.0186,-0.3421,-0.3803,3,0.0557,
8.124,0.2148,-1.0352,0.8555,3,0.8762,-0.0056,-0.3398,-0.3417,3,0.0566,
8.134,0.2148,-1.0352,0.8555,3,0.8798,-0.0029,-0.3401,-0.3320,3,0.0566,
8.145,0.2148,-1.0352,0.8555,3,0.8829,-0.0013,-0.3406,-0.3232,3,0.0569,
8.157,0.2148,-1.0352,0.8555,3,0.8857,-0.0015,-0.3408,-0.3152,3,0.0571,
8.168,0.0000,0.2695,-0.1133,3,0.8857,-0.0015,-0.3408,-0.3152,3,0.0571,
8.178,0.0000,0.2695,-0.1133,3,0.8896,-0.0123,-0.3419,-0.3027,3,0.0574,
8.188,0.0000,0.2695,-0.1133,3,0.8904,-0.0180,-0.3433,-0.2982,3,0.0574,
8.199,0.0000,0.2695,-0.1133,3,0.8912,-0.0240,-0.3448,-0.2938,3,0.0576,
8.209,0.0000,0.2695,-0.1133,3,0.8919,-0.0296,-0.3463,-0.2892,3,0.0574,
8.220,0.0000,0.2695,-0.1133,3,0.8925,-0.0355,-0.3477,-0.2850,3,0.0581,
8.230,0.0000,0.2695,-0.1133,3,0.8928,-0.0417,-0.3491,-0.2814,3,0.0579,
8.242,0.0000,0.2695,-0.1133,3,0.8928,-0.0482,-0.3506,-0.2787,3,0.0579,
8.252,0.2461,-2.1055,-0.1328,3,0.8928,-0.0482,-0.3506,-0.2787,3,0.0579,
8.264,0.1445,-1.4336,0.3984,3,0.8928,-0.0482,-0.3506,-0.2787,3,0.0579,
8.274,0.1445,-1.4336,0.3984,3,0.8911,-0.0656,-0.3555,-0.2744,3,0.0571,
8.286,0.1445,-1.4336,0.3984,3,0.8909,-0.0682,-0.3564,-0.2732,3,0.0569,
8.298,0.1211,-1.4648,0.4492,3,0.8909,-0.0682,-0.3564,-0.2732,3,0.0569,
8.308,0.1211,-1.4648,0.4492,3,0.8910,-0.0722,-0.3582,-0.2695,3,0.0564,
8.320,0.1211,-1.4648,0.4492,3,0.8910,-0.0732,-0.3588,-0.2685,3,0.0562,
8.330,0.1211,-1.4648,0.4492,3,0.8910,-0.0735,-0.3593,-0.2678,3,0.0559,
8.342,0.1211,-1.4648,0.4492,3,0.8911,-0.0730,-0.3596,-0.2673,3,0.0557,
8.352,0.1211,-1.4648,0.4492,3,0.8909,-0.0725,-0.3603,-0.2668,3,0.0554,
8.364,0.1211,-1.4648,0.4492,3,0.8906,-0.0731,-0.3610,-0.2667,3,0.0552,
8.375,0.1211,-1.4648,0.4492,3,0.8904,-0.0739,-0.3616,-0.2665,3,0.0549,
8.385,0.1211,-1.4648,0.4492,3,0.8901,-0.0753,-0.3620,-0.2665,3,0.0547,
8.396,0.2344,-0.1250,-0.4141,3,0.8901,-0.0753,-0.3620,-0.2665,3,0.0547,
8.407,0.2734,-0.3555,0.2852,3,0.8901,-0.0753,-0.3620,-0.2665,3,0.0547,
8.418,0.2734,-0.3555,0.2852,3,0.8885,-0.0824,-0.3635,-0.2679,3,0.0544,
8.429,0.2734,-0.3555,0.2852,3,0.8879,-0.0840,-0.3641,-0.2684,3,0.0542,
8.439,0.2734,-0.3555,0.2852,3,0.8875,-0.0847,-0.3648,-0.2685,3,0.0540,
8.450,0.2734,-0.3555,0.2852,3,0.8871,-0.0852,-0.3657,-0.2686,3,0.0540,
8.461,0.2734,-0.3555,0.2852,3,0.8865,-0.0861,-0.3666,-0.2689,3,0.0537,
8.472,0.4570,-0.3633,-0.0938,3,0.8865,-0.0861,-0.3666,-0.2689,3,0.0537,
8.482,0.6328,-0.3633,0.0078,3,0.8865,-0.0861,-0.3666,-0.2689,3,0.0537,
8.494,0.6328,-0.3633,0.0078,3,0.8851,-0.0880,-0.3696,-0.2688,3,0.0532,
8.505,0.6328,-0.3633,0.0078,3,0.8846,-0.0885,-0.3702,-0.2693,3,0.0532,
8.515,0.6328,-0.3633,0.0078,3,0.8843,-0.0886,-0.3708,-0.2697,3,0.0532,
8.526,0.4844,-0.1055,0.6680,3,0.8843,-0.0886,-0.3708,-0.2697,3,0.0532,
8.539,0.5391,-0.0391,0.2617,3,0.8843,-0.0886,-0.3708,-0.2697,3,0.0532,
8.549,0.5391,-0.0391,0.2617,3,0.8842,-0.0831,-0.3730,-0.2685,3,0.0530,
8.560,0.5391,-0.0391,0.2617,3,0.8842,-0.0815,-0.3737,-0.2683,3,0.0530,
8.570,0.4063,0.0430,-0.2109,3,0.8842,-0.0815,-0.3737,-0.2683,3,0.0530,
8.582,0.2617,0.1367,-0.3086,3,0.8842,-0.0815,-0.3737,-0.2683,3,0.0530,
8.593,0.2617,0.1367,-0.3086,3,0.8831,-0.0785,-0.3755,-0.2703,3,0.0527,
8.603,0.2617,0.1367,-0.3086,3,0.8829,-0.0775,-0.3757,-0.2710,3,0.0525,
8.614,0.2617,0.1367,-0.3086,3,0.8826,-0.0766,-0.3757,-0.2720,3,0.0525,
8.626,0.2617,0.1367,-0.3086,3,0.8824,-0.0756,-0.3755,-0.2733,3,0.0522,
8.636,0.0742,-0.1172,-0.7578,3,0.8824,-0.0756,-0.3755,-0.2733,3,0.0522,
8.647,0.0547,-0.1250,-1.0078,3,0.8824,-0.0756,-0.3755,-0.2733,3,0.0522,
8.658,0.0547,-0.1250,-1.0078,3,0.8818,-0.0700,-0.3734,-0.2794,3,0.0520,
8.669,0.0547,-0.1250,-1.0078,3,0.8821,-0.0663,-0.3717,-0.2817,3,0.0520,
8.680,0.0547,-0.1250,-1.0078,3,0.8826,-0.0612,-0.3696,-0.2841,3,0.0520,
8.691,0.0547,-0.1250,-1.0078,3,0.8830,-0.0553,-0.3672,-0.2871,3,0.0520,
8.702,0.0469,-0.2344,0.2148,3,0.8830,-0.0553,-0.3672,-0.2871,3,0.0520,
8.713,0.0469,-0.2344,0.2148,3,0.8828,-0.0405,-0.3588,-0.3007,3,0.0520,
8.724,0.0469,-0.2344,0.2148,3,0.8828,-0.0325,-0.3545,-0.3067,3,0.0520,
8.733,0.0469,-0.2344,0.2148,3,0.8831,-0.0225,-0.3495,-0.3123,3,0.0522,
8.743,0.3320,-0.4570,-0.7578,3,0.8831,-0.0225,-0.3495,-0.3123,3,0.0522,
8.755,0.3320,-0.4570,-0.7578,3,0.8834,0.0018,-0.3357,-0.3271,3,0.0532,
8.765,0.3320,-0.4570,-0.7578,3,0.8832,0.0146,-0.3259,-0.3368,3,0.0535,
8.776,0.3320,-0.4570,-0.7578,3,0.8832,0.0278,-0.3161,-0.3452,3,0.0535,
8.788,-0.3477,0.2031,-0.1289,3,0.8832,0.0278,-0.3161,-0.3452,3,0.0535,
8.799,-0.3477,0.2031,-0.1289,3,0.8854,0.0703,-0.2959,-0.3516,3,0.0537,
8.809,-0.3477,0.2031,-0.1289,3,0.8870,0.0916,-0.2903,-0.3473,3,0.0542,
8.818,-0.3477,0.2031,-0.1289,3,0.8883,0.1104,-0.2866,-0.3414,3,0.0547,
8.829,-0.3477,0.2031,-0.1289,3,0.8892,0.1264,-0.2836,-0.3359,3,0.0547,
8.841,1.1406,-1.2305,-0.5977,3,0.8892,0.1264,-0.2836,-0.3359,3,0.0547,
8.851,1.8438,-2.5273,-0.7773,3,0.8892,0.1264,-0.2836,-0.3359,3,0.0547,
8.862,1.4883,-2.6563,-0.3945,3,0.8892,0.1264,-0.2836,-0.3359,3,0.0547,
8.873,1.4883,-2.6563,-0.3945,3,0.8863,0.1934,-0.2493,-0.3389,3,0.0554,
8.884,1.4883,-2.6563,-0.3945,3,0.8828,0.2113,-0.2326,-0.3491,3,0.0557,
8.894,1.4883,-2.6563,-0.3945,3,0.8785,0.2285,-0.2161,-0.3597,3,0.0562,
8.905,1.4883,-2.6563,-0.3945,3,0.8731,0.2468,-0.1994,-0.3701,3,0.0564,
8.915,1.4883,-2.6563,-0.3945,3,0.8675,0.2652,-0.1846,-0.3782,3,0.0566,
8.928,0.3008,-0.5039,0.4609,3,0.8675,0.2652,-0.1846,-0.3782,3,0.0566,
8.939,0.3008,-0.5039,0.4609,3,0.8517,0.3148,-0.1554,-0.3890,3,0.0566,
8.950,0.3008,-0.5039,0.4609,3,0.8450,0.3351,-0.1460,-0.3903,3,0.0569,
8.961,1.9258,-2.1914,-1.2422,3,0.8450,0.3351,-0.1460,-0.3903,3,0.0569,
8.971,1.6094,-1.8867,-1.4766,3,0.8450,0.3351,-0.1460,-0.3903,3,0.0569,
8.982,1.6094,-1.8867,-1.4766,3,0.8174,0.4021,-0.1130,-0.3968,3,0.0569,
8.993,1.6094,-1.8867,-1.4766,3,0.8091,0.4194,-0.1030,-0.3984,3,0.0569,
9.004,1.6094,-1.8867,-1.4766,3,0.7994,0.4377,-0.0891,-0.4018,3,0.0571,
9.015,1.6094,-1.8867,-1.4766,3,0.7881,0.4550,-0.0712,-0.4084,3,0.0571,
9.027,0.3398,-0.5391,-1.6250,3,0.7881,0.4550,-0.0712,-0.4084,3,0.0571,
9.037,0.3398,-0.5391,-1.6250,3,0.7546,0.4882,-0.0141,-0.4382,3,0.0588,
9.049,0.3398,-0.5391,-1.6250,3,0.7393,0.5005,0.0107,-0.4503,3,0.0598,
9.060,0.3398,-0.5391,-1.6250,3,0.7225,0.5173,0.0327,-0.4575,3,0.0605,
9.070,0.3398,-0.5391,-1.6250,3,0.7051,0.5404,0.0488,-0.4565,3,0.0608,
9.081,-1.0156,-0.5547,0.0938,3,0.7051,0.5404,0.0488,-0.4565,3,0.0608,
9.093,-1.0156,-0.5547,0.0938,3,0.6611,0.6051,0.0720,-0.4377,3,0.0613,
9.104,-1.0156,-0.5547,0.0938,3,0.6387,0.6348,0.0774,-0.4278,3,0.0640,
9.115,-1.0156,-0.5547,0.0938,3,0.6160,0.6626,0.0808,-0.4182,3,0.0647,
9.125,-1.0820,0.7305,-2.0273,3,0.6160,0.6626,0.0808,-0.4182,3,0.0647,
9.136,-1.8281,1.6406,-1.4727,3,0.6160,0.6626,0.0808,-0.4182,3,0.0647,
9.147,-1.8281,1.6406,-1.4727,3,0.5412,0.7371,0.0926,-0.3939,3,0.0652,
9.158,-1.8281,1.6406,-1.4727,3,0.5230,0.7512,0.1006,-0.3900,3,0.0649,
9.168,-1.8281,1.6406,-1.4727,3,0.5064,0.7625,0.1113,-0.3870,3,0.0654,
9.179,-1.8281,1.6406,-1.4727,3,0.4911,0.7720,0.1227,-0.3845,3,0.0647,
9.190,-1.8281,1.6406,-1.4727,3,0.4750,0.7820,0.1359,-0.3801,3,0.0642,
9.201,-0.6211,0.6875,-1.2422,3,0.4750,0.7820,0.1359,-0.3801,3,0.0642,
9.211,-0.6211,0.6875,-1.2422,3,0.4300,0.8099,0.1689,-0.3614,3,0.0654,
9.222,-0.6211,0.6875,-1.2422,3,0.4119,0.8209,0.1788,-0.3529,3,0.0654,
9.233,-0.6211,0.6875,-1.2422,3,0.4027,0.8264,0.1830,-0.3484,3,0.0654,
9.244,-0.6211,0.6875,-1.2422,3,0.3765,0.8412,0.1949,-0.3356,3,0.0662,
9.255,-0.6211,0.6875,-1.2422,3,0.3608,0.8492,0.2029,-0.3279,3,0.0657,
9.266,-0.0273,-0.5781,0.8047,3,0.3608,0.8492,0.2029,-0.3279,3,0.0657,
9.278,0.6367,-0.8672,-0.7227,3,0.3608,0.8492,0.2029,-0.3279,3,0.0657,
9.288,0.6367,-0.8672,-0.7227,3,0.3047,0.8741,0.2289,-0.3010,3,0.0649,
9.299,0.6367,-0.8672,-0.7227,3,0.2902,0.8799,0.2357,-0.2933,3,0.0642,
9.312,0.6133,-0.6758,0.0938,3,0.2902,0.8799,0.2357,-0.2933,3,0.0642,
9.322,0.6133,-0.6758,0.0938,3,0.2474,0.8961,0.2510,-0.2698,3,0.0630,
9.332,0.6133,-0.6758,0.0938,3,0.2292,0.9026,0.2554,-0.2599,3,0.0625,
9.342,0.6133,-0.6758,0.0938,3,0.2100,0.9094,0.2582,-0.2495,3,0.0620,
9.354,0.6133,-0.6758,0.0938,3,0.1870,0.9171,0.2599,-0.2377,3,0.0618,
9.364,0.6133,-0.6758,0.0938,3,0.1606,0.9252,0.2603,-0.2249,3,0.0627,
9.374,-0.4102,0.4609,-1.3750,3,0.1606,0.9252,0.2603,-0.2249,3,0.0627,
9.387,-0.4102,0.4609,-1.3750,3,0.1024,0.9412,0.2563,-0.1950,3,0.0623,
9.398,0.7695,-0.6406,0.0391,3,0.1024,0.9412,0.2563,-0.1950,3,0.0623,
9.408,0.7695,-0.6406,0.0391,3,0.0277,0.9559,0.2485,-0.1541,3,0.0635,
9.418,0.7695,-0.6406,0.0391,3,0.0078,0.9576,0.2499,-0.1431,3,0.0627,
9.430,0.7227,-1.4766,-0.5859,3,0.0078,0.9576,0.2499,-0.1431,3,0.0627,
9.441,0.3438,-1.1367,-0.8203,3,0.0078,0.9576,0.2499,-0.1431,3,0.0627,
9.451,0.3438,-1.1367,-0.8203,3,0.0670,-0.9585,-0.2568,0.1039,3,0.0615,
9.461,0.3438,-1.1367,-0.8203,3,0.0858,-0.9578,-0.2578,0.0936,3,0.0608,
9.473,0.3438,-1.1367,-0.8203,3,0.1030,-0.9570,-0.2581,0.0838,3,0.0613,
9.483,0.3438,-1.1367,-0.8203,3,0.1185,-0.9559,-0.2580,0.0744,3,0.0610,
9.494,0.3438,-1.1367,-0.8203,3,0.1311,-0.9547,-0.2587,0.0664,3,0.0613,
9.504,-0.0781,-0.2539,1.1250,3,0.1311,-0.9547,-0.2587,0.0664,3,0.0613,
9.517,0.4688,-0.8633,1.2773,3,0.1311,-0.9547,-0.2587,0.0664,3,0.0613,
9.528,0.4688,-0.8633,1.2773,3,0.1591,-0.9497,-0.2657,0.0468,3,0.0593,
9.538,0.4688,-0.8633,1.2773,3,0.1643,-0.9478,-0.2700,0.0415,3,0.0588,
9.548,0.4688,-0.8633,1.2773,3,0.1686,-0.9460,-0.2743,0.0357,3,0.0586,
9.560,0.4688,-0.8633,1.2773,3,0.1718,-0.9446,-0.2783,0.0291,3,0.0583,
9.570,0.0078,-0.7383,0.1680,3,0.1718,-0.9446,-0.2783,0.0291,3,0.0583,
9.581,0.0469,-0.5781,0.4297,3,0.1718,-0.9446,-0.2783,0.0291,3,0.0583,
9.592,0.0469,-0.5781,0.4297,3,0.1768,-0.9404,-0.2905,0.0063,3,0.0588,
9.603,0.0469,-0.5781,0.4297,3,0.1802,-0.9390,-0.2928,0.0005,3,0.0583,
9.614,0.0469,-0.5781,0.4297,3,0.1851,-0.9375,-0.2946,-0.0049,3,0.0581,
9.624,0.0547,-0.0117,0.1836,3,0.1851,-0.9375,-0.2946,-0.0049,3,0.0581,
9.635,-0.0508,0.3828,-0.1719,3,0.1851,-0.9375,-0.2946,-0.0049,3,0.0581,
9.647,-0.0508,0.3828,-0.1719,3,0.1952,-0.9337,-0.2994,-0.0209,3,0.0571,
9.657,-0.0508,0.3828,-0.1719,3,0.1957,-0.9332,-0.3003,-0.0244,3,0.0566,
9.668,-0.0508,0.3828,-0.1719,3,0.1957,-0.9326,-0.3019,-0.0279,3,0.0564,
9.679,-0.0508,0.3828,-0.1719,3,0.1968,-0.9313,-0.3049,-0.0324,3,0.0562,
9.690,0.1055,-0.4336,0.3906,3,0.1968,-0.9313,-0.3049,-0.0324,3,0.0562,
9.701,0.1133,-0.3477,-0.1016,3,0.1968,-0.9313,-0.3049,-0.0324,3,0.0562,
9.710,0.1133,-0.3477,-0.1016,3,0.2041,-0.9255,-0.3154,-0.0476,3,0.0549,
9.721,0.1133,-0.3477,-0.1016,3,0.2048,-0.9248,-0.3168,-0.0493,3,0.0547,
9.733,0.1133,-0.3477,-0.1016,3,0.2051,-0.9229,-0.3214,-0.0540,3,0.0549,
9.743,0.1133,-0.3477,-0.1016,3,0.2039,-0.9219,-0.3246,-0.0568,3,0.0544,
9.754,0.1133,-0.3477,-0.1016,3,0.2029,-0.9206,-0.3283,-0.0596,3,0.0537,
9.765,0.3125,-0.9648,-0.0117,3,0.2029,-0.9206,-0.3283,-0.0596,3,0.0537,
9.777,0.3125,-0.9648,-0.0117,3,0.1993,-0.9171,-0.3387,-0.0666,3,0.0522,
9.787,0.3125,-0.9648,-0.0117,3,0.1968,-0.9159,-0.3430,-0.0686,3,0.0515,
9.798,0.3125,-0.9648,-0.0117,3,0.1930,-0.9148,-0.3478,-0.0700,3,0.0510,
9.808,0.3125,-0.9648,-0.0117,3,0.1895,-0.9136,-0.3525,-0.0716,3,0.0510,
9.821,-0.1602,-0.0508,0.7656,3,0.1895,-0.9136,-0.3525,-0.0716,3,0.0510,
9.831,-0.1602,-0.0508,0.7656,3,0.1806,-0.9096,-0.3661,-0.0774,3,0.0510,
9.842,-0.1602,-0.0508,0.7656,3,0.1783,-0.9080,-0.3707,-0.0797,3,0.0508,
9.852,-0.1602,-0.0508,0.7656,3,0.1777,-0.9066,-0.3741,-0.0816,3,0.0508,
9.864,-0.1602,-0.0508,0.7656,3,0.1784,-0.9052,-0.3767,-0.0834,3,0.0508,
9.875,0.0039,-0.1367,0.6133,3,0.1784,-0.9052,-0.3767,-0.0834,3,0.0508,
9.886,-0.0078,-0.2578,0.8008,3,0.1784,-0.9052,-0.3767,-0.0834,3,0.0508,
9.897,-0.0078,-0.2578,0.8008,3,0.1825,-0.9019,-0.3817,-0.0869,3,0.0503,
9.908,-0.0078,-0.2578,0.8008,3,0.1824,-0.9015,-0.3828,-0.0867,3,0.0498,
9.918,-0.0078,-0.2578,0.8008,3,0.1829,-0.9011,-0.3837,-0.0864,3,0.0493,
9.929,-0.0078,-0.2578,0.8008,3,0.1829,-0.9006,-0.3846,-0.0862,3,0.0488,
9.940,-0.0156,-0.1641,0.5391,3,0.1829,-0.9006,-0.3846,-0.0862,3,0.0488,
9.951,-0.0156,-0.1641,0.5391,3,0.1801,-0.8999,-0.3879,-0.0852,3,0.0479,
9.962,-0.0156,-0.1641,0.5391,3,0.1794,-0.8994,-0.3894,-0.0849,3,0.0474,
9.973,-0.0156,-0.1641,0.5391,3,0.1788,-0.8989,-0.3910,-0.0845,3,0.0471,
9.984,0.2578,-0.3984,0.4297,3,0.1788,-0.8989,-0.3910,-0.0845,3,0.0471,
9.995,-0.0313,-0.2539,0.2148,3,0.1788,-0.8989,-0.3910,-0.0845,3,0.0471,
10.006,-0.0313,-0.2539,0.2148,3,0.1794,-0.8979,-0.3934,-0.0826,3,0.0459,
10.017,-0.0313,-0.2539,0.2148,3,0.1790,-0.8978,-0.3940,-0.0819,3,0.0457,
10.028,-0.0313,-0.2539,0.2148,3,0.1785,-0.8977,-0.3945,-0.0812,3,0.0452,
10.039,-0.0313,-0.2539,0.2148,3,0.1782,-0.8977,-0.3948,-0.0804,3,0.0449,
10.051,0.0195,-0.2695,-0.1914,3,0.1782,-0.8977,-0.3948,-0.0804,3,0.0449,
10.061,0.0195,-0.2695,-0.1914,3,0.1765,-0.8979,-0.3954,-0.0780,3,0.0444,
10.073,0.0195,-0.2695,-0.1914,3,0.1752,-0.8983,-0.3956,-0.0770,3,0.0442,
10.083,0.0195,-0.2695,-0.1914,3,0.1735,-0.8986,-0.3957,-0.0760,3,0.0439,
10.095,0.0195,-0.2695,-0.1914,3,0.1718,-0.8992,-0.3954,-0.0748,3,0.0437,
10.106,0.1914,-0.4141,0.0898,3,0.1718,-0.8992,-0.3954,-0.0748,3,0.0437,
10.117,0.1914,-0.4141,0.0898,3,0.1694,-0.9000,-0.3948,-0.0735,3,0.0432,
10.128,0.1914,-0.4141,0.0898,3,0.1684,-0.9004,-0.3945,-0.0731,3,0.0432,
10.139,0.1914,-0.4141,0.0898,3,0.1674,-0.9008,-0.3942,-0.0724,3,0.0430,
10.149,0.2969,-0.3516,0.5664,3,0.1674,-0.9008,-0.3942,-0.0724,3,0.0430,
10.161,0.2969,-0.3125,0.5117,3,0.1674,-0.9008,-0.3942,-0.0724,3,0.0430,
10.172,0.2969,-0.3125,0.5117,3,0.1629,-0.9027,-0.3923,-0.0682,3,0.0425,
10.182,0.2969,-0.3125,0.5117,3,0.1611,-0.9033,-0.3919,-0.0668,3,0.0422,
10.193,0.2969,-0.3125,0.5117,3,0.1591,-0.9041,-0.3914,-0.0653,3,0.0420,
10.206,0.4766,-0.4727,0.1211,3,0.1591,-0.9041,-0.3914,-0.0653,3,0.0420,
10.217,0.4766,-0.4727,0.1211,3,0.1526,-0.9061,-0.3898,-0.0609,3,0.0417,
10.227,0.4766,-0.4727,0.1211,3,0.1500,-0.9072,-0.3887,-0.0589,3,0.0417,
10.237,0.4766,-0.4727,0.1211,3,0.1469,-0.9081,-0.3881,-0.0568,3,0.0417,
10.249,0.6602,-0.7461,0.3828,3,0.1469,-0.9081,-0.3881,-0.0568,3,0.0417,
10.260,0.6602,-0.7461,0.3828,3,0.1335,-0.9115,-0.3859,-0.0490,3,0.0422,
10.271,0.6602,-0.7461,0.3828,3,0.1250,-0.9133,-0.3852,-0.0443,3,0.0422,
10.281,0.6602,-0.7461,0.3828,3,0.1143,-0.9151,-0.3848,-0.0386,3,0.0422,
10.294,0.6602,-0.7461,0.3828,3,0.1003,-0.9171,-0.3846,-0.0314,3,0.0422,
10.305,0.1367,-0.2813,1.4453,3,0.1003,-0.9171,-0.3846,-0.0314,3,0.0422,
10.316,0.1367,-0.2813,1.4453,3,0.0546,-0.9216,-0.3843,-0.0078,3,0.0425,
10.327,0.1367,-0.2813,1.4453,3,0.0336,-0.9227,-0.3839,0.0037,3,0.0427,
10.337,0.1367,-0.2813,1.4453,3,0.0134,-0.9235,-0.3832,0.0153,3,0.0430,
10.348,-0.2656,-0.6094,1.6797,3,0.0134,-0.9235,-0.3832,0.0153,3,0.0430,
10.359,-0.2656,-0.6094,1.6797,3,0.0336,0.9227,0.3817,-0.0432,3,0.0457,
10.370,-0.9688,0.2969,0.7461,3,0.0336,0.9227,0.3817,-0.0432,3,0.0457,
10.380,-0.9688,0.2969,0.7461,3,0.1019,0.9149,0.3814,-0.0843,3,0.0479,
10.391,-0.9688,0.2969,0.7461,3,0.1293,0.9102,0.3802,-0.1014,3,0.0505,
10.402,-0.9688,0.2969,0.7461,3,0.1556,0.9047,0.3786,-0.1182,3,0.0510,
10.414,-0.9688,0.2969,0.7461,3,0.1801,0.8986,0.3770,-0.1345,3,0.0515,
10.425,-0.0469,-1.0508,0.4414,3,0.1801,0.8986,0.3770,-0.1345,3,0.0515,
10.436,-0.0469,-1.0508,0.4414,3,0.2165,0.8861,0.3737,-0.1684,3,0.0515,
10.446,-0.0469,-1.0508,0.4414,3,0.2250,0.8818,0.3733,-0.1804,3,0.0510,
10.457,-0.0469,-1.0508,0.4414,3,0.2310,0.8782,0.3728,-0.1909,3,0.0505,
10.468,-0.0469,-1.0508,0.4414,3,0.2330,0.8755,0.3718,-0.2023,3,0.0505,
10.480,-0.9883,0.1836,0.1250,3,0.2330,0.8755,0.3718,-0.2023,3,0.0505,
10.490,-0.9883,0.1836,0.1250,3,0.2320,0.8693,0.3699,-0.2317,3,0.0513,
10.502,-0.9883,0.1836,0.1250,3,0.2332,0.8673,0.3680,-0.2408,3,0.0513,
10.512,-0.9883,0.1836,0.1250,3,0.2364,0.8651,0.3658,-0.2489,3,0.0510,
10.523,-0.9883,0.1836,0.1250,3,0.2418,0.8621,0.3630,-0.2580,3,0.0510,
10.534,-0.6328,-0.1914,1.1094,3,0.2418,0.8621,0.3630,-0.2580,3,0.0510,
10.546,-0.6328,-0.1914,1.1094,3,0.2589,0.8529,0.3549,-0.2822,3,0.0510,
10.555,-0.6328,-0.1914,1.1094,3,0.2673,0.8481,0.3520,-0.2921,3,0.0513,
10.567,-0.6328,-0.1914,1.1094,3,0.2720,0.8454,0.3507,-0.2971,3,0.0513,
10.578,-0.6328,-0.1914,1.1094,3,0.2852,0.8372,0.3478,-0.3110,3,0.0522,
10.589,-0.3516,0.7227,-2.8242,3,0.2852,0.8372,0.3478,-0.3110,3,0.0522,
10.601,0.0430,-0.2031,-1.2031,3,0.2852,0.8372,0.3478,-0.3110,3,0.0522,
10.611,0.0430,-0.2031,-1.2031,3,0.3044,0.8281,0.3365,-0.3292,3,0.0493,
10.622,0.0430,-0.2031,-1.2031,3,0.3109,0.8252,0.3322,-0.3347,3,0.0483,
10.635,-0.1406,0.0703,1.4141,3,0.3109,0.8252,0.3322,-0.3347,3,0.0483,
10.645,-0.1406,0.0703,1.4141,3,0.3253,0.8177,0.3220,-0.3489,3,0.0469,
10.655,-0.1406,0.0703,1.4141,3,0.3286,0.8162,0.3177,-0.3534,3,0.0461,
10.667,-0.1406,0.0703,1.4141,3,0.3303,0.8154,0.3156,-0.3555,3,0.0459,
10.678,-0.1406,0.0703,1.4141,3,0.3351,0.8136,0.3094,-0.3606,3,0.0459,
10.690,0.4766,-0.1172,-0.7695,3,0.3351,0.8136,0.3094,-0.3606,3,0.0459,
10.700,0.4766,-0.1172,-0.7695,3,0.3411,0.8128,0.2991,-0.3655,3,0.0449,
10.712,0.4766,-0.1172,-0.7695,3,0.3435,0.8126,0.2955,-0.3666,3,0.0442,
10.723,0.4766,-0.1172,-0.7695,3,0.3461,0.8124,0.2919,-0.3675,3,0.0437,
10.734,0.0742,-0.1523,0.8906,3,0.3461,0.8124,0.2919,-0.3675,3,0.0437,
10.745,0.0742,-0.1523,0.8906,3,0.3441,0.8174,0.2802,-0.3674,3,0.0425,
10.756,0.0742,-0.1523,0.8906,3,0.3410,0.8214,0.2741,-0.3661,3,0.0420,
10.767,0.0742,-0.1523,0.8906,3,0.3371,0.8261,0.2676,-0.3640,3,0.0417,
10.778,0.0742,-0.1523,0.8906,3,0.3334,0.8309,0.2606,-0.3614,3,0.0415,
10.788,-0.0195,0.1563,0.1602,3,0.3334,0.8309,0.2606,-0.3614,3,0.0415,
10.801,0.2344,0.2148,-0.1016,3,0.3334,0.8309,0.2606,-0.3614,3,0.0415,
10.811,0.2344,0.2148,-0.1016,3,0.3487,0.8280,0.2460,-0.3638,3,0.0403,
10.822,0.2344,0.2148,-0.1016,3,0.3591,0.8232,0.2430,-0.3664,3,0.0403,
10.832,-0.5859,0.6406,-1.2344,3,0.3591,0.8232,0.2430,-0.3664,3,0.0403,
10.844,-0.8125,0.4063,-0.6367,3,0.3591,0.8232,0.2430,-0.3664,3,0.0403,
10.855,-0.8125,0.4063,-0.6367,3,0.4023,0.8003,0.2360,-0.3768,3,0.0413,
10.865,-0.8125,0.4063,-0.6367,3,0.4260,0.7856,0.2340,-0.3828,3,0.0427,
