20.005,0.001,-0.000,0.000
20.015,0.001,-0.000,0.000
20.025,0.001,-0.000,0.001
20.035,0.001,-0.000,0.000
20.046,0.001,-0.000,0.001
20.055,0.000,-0.000,0.000
20.065,0.001,0.000,0.000
20.075,0.001,0.000,0.000
20.086,0.001,0.000,0.000
20.095,0.001,0.000,0.000
20.105,0.001,-0.000,0.000
20.115,0.001,0.000,0.001
20.125,0.000,0.000,0.001
20.135,0.000,0.001,0.001
20.145,0.000,0.000,0.001
20.155,0.001,0.001,0.001
20.164,0.000,0.001,0.000
20.175,0.001,0.001,-0.000
20.185,0.001,0.000,0.000
20.195,0.001,0.000,0.001
20.205,0.001,0.000,0.001
20.215,0.001,0.000,-0.000
20.225,0.001,0.000,-0.000
20.235,0.001,0.000,0.000
20.245,0.001,0.000,0.000
20.255,0.001,0.000,0.000
20.265,0.001,0.000,-0.000
20.275,0.001,0.000,0.000
20.285,0.000,0.000,0.000
20.295,0.000,0.000,0.000
20.305,0.001,0.000,-0.000
20.315,0.001,0.000,-0.001
20.325,0.001,0.000,-0.001
20.335,0.000,-0.000,-0.001
20.345,0.000,0.000,0.000
20.355,0.000,0.000,0.000
20.365,0.000,0.001,-0.000
20.374,0.000,0.000,-0.001
20.385,0.001,0.000,0.000
20.395,0.000,0.000,0.000
20.405,0.001,0.000,0.000
20.415,0.001,0.000,-0.000
20.425,0.001,-0.000,0.000
20.435,0.001,-0.000,0.000
20.445,0.001,-0.000,0.000
20.454,0.001,-0.000,0.000
20.464,0.001,0.000,-0.000
20.475,0.001,0.000,0.000
20.485,0.001,0.000,0.000
20.494,0.001,0.000,0.001
20.504,0.001,0.000,0.001
20.515,0.000,0.001,0.000
20.525,0.000,0.000,-0.000
20.535,0.000,-0.000,0.000
20.544,0.000,-0.000,0.001
20.555,0.000,-0.000,0.001
20.565,0.001,-0.000,0.000
20.574,0.001,0.000,0.000
20.584,0.001,0.000,0.000
20.594,0.000,0.000,0.000
20.605,0.001,0.000,0.000
20.615,0.001,0.000,0.000
20.624,0.000,0.000,-0.000
20.634,0.000,0.000,0.001
20.645,0.000,0.000,0.001
20.655,0.000,0.000,0.000
20.664,0.000,0.000,0.000
20.674,0.000,0.000,0.000
20.685,0.000,0.000,0.000
20.695,0.000,0.000,0.000
20.704,0.001,0.000,0.000
20.714,0.001,0.000,0.000
20.725,0.001,0.000,0.000
20.735,0.000,0.000,-0.000
20.744,0.001,-0.000,0.000
20.754,0.001,-0.001,0.000
20.764,0.001,-0.000,-0.000
20.775,0.000,-0.000,-0.000
20.785,0.001,-0.000,0.000
20.794,0.001,-0.000,0.001
20.804,0.001,-0.000,0.001
20.815,0.001,0.000,0.000
20.824,0.001,0.000,0.000
20.834,0.001,0.000,0.001
20.844,0.001,0.000,0.001
20.855,0.001,0.000,0.000
