t,linAccelX,linAccelY,linAccelZ,linAccelAccuracy,quatReal,quatI,quatJ,quatK,quatRadianAccuracy,quatAccuracy
10.728,0.0195,0.2539,-0.1914,3,0.0088,-0.8798,0.3478,0.3240,3,0.0696,
10.738,0.0195,0.2539,-0.1914,3,0.0094,-0.8781,0.3516,0.3245,3,0.0698,
10.750,-0.1484,0.2461,0.0820,3,0.0094,-0.8781,0.3516,0.3245,3,0.0698,
10.762,-0.1484,0.2461,0.0820,3,0.0110,-0.8741,0.3609,0.3248,3,0.0698,
10.773,-0.1484,0.2461,0.0820,3,0.0118,-0.8727,0.3646,0.3247,3,0.0698,
10.783,0.1094,-0.0977,-0.6758,3,0.0118,-0.8727,0.3646,0.3247,3,0.0698,
10.795,0.0859,-0.1875,-0.6680,3,0.0118,-0.8727,0.3646,0.3247,3,0.0698,
10.806,0.0859,-0.1875,-0.6680,3,0.0158,-0.8673,0.3775,0.3240,3,0.0698,
10.816,0.0859,-0.1875,-0.6680,3,0.0172,-0.8659,0.3808,0.3238,3,0.0698,
10.827,0.0859,-0.1875,-0.6680,3,0.0187,-0.8646,0.3840,0.3235,3,0.0701,
10.839,-1.3008,-0.9102,-1.3984,3,0.0187,-0.8646,0.3840,0.3235,3,0.0701,
10.850,-1.3008,-0.9102,-1.3984,3,0.0223,-0.8610,0.3922,0.3231,3,0.0701,
10.861,-1.4297,-0.6680,-0.5352,3,0.0223,-0.8610,0.3922,0.3231,3,0.0701,
10.872,-1.4297,-0.6680,-0.5352,3,0.0246,-0.8577,0.3990,0.3233,3,0.0701,
10.883,-0.8516,-0.4883,-0.0117,3,0.0246,-0.8577,0.3990,0.3233,3,0.0701,
10.895,-0.6563,-0.4336,0.4805,3,0.0246,-0.8577,0.3990,0.3233,3,0.0701,
10.906,-0.6563,-0.4336,0.4805,3,0.0284,-0.8511,0.4125,0.3237,3,0.0701,
10.916,-0.6563,-0.4336,0.4805,3,0.0295,-0.8492,0.4164,0.3234,3,0.0701,
10.928,-0.6563,-0.4336,0.4805,3,0.0306,-0.8474,0.4205,0.3229,3,0.0703,
10.939,0.5430,-0.3477,1.1484,3,0.0306,-0.8474,0.4205,0.3229,3,0.0703,
10.950,0.8320,-0.1484,1.3555,3,0.0306,-0.8474,0.4205,0.3229,3,0.0703,
10.961,0.8320,-0.1484,1.3555,3,0.0349,-0.8401,0.4356,0.3212,3,0.0703,
10.972,0.8320,-0.1484,1.3555,3,0.0363,-0.8381,0.4398,0.3206,3,0.0703,
10.983,0.8320,-0.1484,1.3555,3,0.0380,-0.8361,0.4442,0.3197,3,0.0703,
10.994,-0.2227,0.2852,2.0820,3,0.0380,-0.8361,0.4442,0.3197,3,0.0703,
11.005,-0.2227,0.2852,2.0820,3,0.0430,-0.8310,0.4554,0.3165,3,0.0706,
11.017,-0.2227,0.2852,2.0820,3,0.0452,-0.8289,0.4600,0.3151,3,0.0706,
11.027,-0.2227,0.2852,2.0820,3,0.0475,-0.8267,0.4646,0.3140,3,0.0706,
11.038,-0.2227,0.2852,2.0820,3,0.0502,-0.8240,0.4697,0.3129,3,0.0706,
11.048,-1.2500,0.6367,1.0391,3,0.0502,-0.8240,0.4697,0.3129,3,0.0706,
11.060,-1.2500,0.6367,1.0391,3,0.0566,-0.8173,0.4818,0.3112,3,0.0710,
11.071,-1.2500,0.6367,1.0391,3,0.0593,-0.8144,0.4868,0.3104,3,0.0710,
11.081,-1.2500,0.6367,1.0391,3,0.0624,-0.8112,0.4923,0.3094,3,0.0710,
11.092,-1.2500,0.6367,1.0391,3,0.0654,-0.8082,0.4977,0.3082,3,0.0710,
11.105,-2.6406,0.6328,1.1953,3,0.0654,-0.8082,0.4977,0.3082,3,0.0710,
11.115,-2.6406,0.6328,1.1953,3,0.0717,-0.8009,0.5108,0.3043,3,0.0713,
11.126,-2.6406,0.6328,1.1953,3,0.0738,-0.7980,0.5159,0.3025,3,0.0713,
11.137,-2.6406,0.6328,1.1953,3,0.0760,-0.7949,0.5213,0.3011,3,0.0713,
11.148,-2.6406,0.6328,1.1953,3,0.0788,-0.7910,0.5273,0.3000,3,0.0713,
11.159,-2.1133,0.4102,0.3125,3,0.0788,-0.7910,0.5273,0.3000,3,0.0713,
11.170,-2.1133,0.4102,0.3125,3,0.0853,-0.7812,0.5421,0.2977,3,0.0715,
11.181,-2.1133,0.4102,0.3125,3,0.0879,-0.7773,0.5477,0.2967,3,0.0715,
11.192,-2.1133,0.4102,0.3125,3,0.0904,-0.7736,0.5532,0.2955,3,0.0715,
11.202,-1.6094,0.3750,1.5781,3,0.0904,-0.7736,0.5532,0.2955,3,0.0715,
11.214,-1.6094,0.3750,1.5781,3,0.0962,-0.7653,0.5656,0.2921,3,0.0715,
11.225,-1.6094,0.3750,1.5781,3,0.1007,-0.7584,0.5753,0.2895,3,0.0723,
11.236,-1.6094,0.3750,1.5781,3,0.1042,-0.7532,0.5820,0.2883,3,0.0723,
11.247,-1.6094,0.3750,1.5781,3,0.1073,-0.7482,0.5882,0.2875,3,0.0723,
11.257,-0.6836,0.1250,1.1367,3,0.1073,-0.7482,0.5882,0.2875,3,0.0723,
11.270,-0.7422,0.2617,1.3477,3,0.1073,-0.7482,0.5882,0.2875,3,0.0723,
11.280,-0.7422,0.2617,1.3477,3,0.1188,-0.7290,0.6099,0.2872,3,0.0725,
11.291,-0.7422,0.2617,1.3477,3,0.1227,-0.7230,0.6162,0.2875,3,0.0725,
11.301,-0.7422,0.2617,1.3477,3,0.1265,-0.7166,0.6227,0.2875,3,0.0728,
11.313,-0.7422,0.2617,1.3477,3,0.1302,-0.7100,0.6296,0.2873,3,0.0728,
11.323,-1.5703,0.3711,0.5820,3,0.1302,-0.7100,0.6296,0.2873,3,0.0728,
11.335,-1.5703,0.3711,0.5820,3,0.1365,-0.6984,0.6416,0.2864,3,0.0728,
11.345,-1.5703,0.3711,0.5820,3,0.1412,-0.6892,0.6508,0.2854,3,0.0732,
11.357,-1.5703,0.3711,0.5820,3,0.1442,-0.6832,0.6569,0.2845,3,0.0735,
11.367,-1.6953,-0.2109,-0.0156,3,0.1442,-0.6832,0.6569,0.2845,3,0.0735,
11.379,-1.4648,-0.2930,0.0781,3,0.1442,-0.6832,0.6569,0.2845,3,0.0735,
11.390,-1.4648,-0.2930,0.0781,3,0.1541,-0.6613,0.6783,0.2809,3,0.0735,
11.401,-1.4648,-0.2930,0.0781,3,0.1567,-0.6553,0.6840,0.2798,3,0.0737,
11.412,-1.4648,-0.2930,0.0781,3,0.1594,-0.6490,0.6896,0.2788,3,0.0737,
11.424,-0.5469,-0.8750,0.1992,3,0.1594,-0.6490,0.6896,0.2788,3,0.0737,
11.436,-0.5469,-0.8750,0.1992,3,0.1654,-0.6337,0.7033,0.2765,3,0.0737,
11.446,-0.5469,-0.8750,0.1992,3,0.1675,-0.6279,0.7083,0.2758,3,0.0740,
11.457,-0.5469,-0.8750,0.1992,3,0.1697,-0.6221,0.7131,0.2751,3,0.0740,
11.467,-0.5469,-0.8750,0.1992,3,0.1721,-0.6160,0.7180,0.2745,3,0.0740,
11.479,-0.2031,-0.9883,0.0078,3,0.1721,-0.6160,0.7180,0.2745,3,0.0740,
11.489,-0.2031,-0.9883,0.0078,3,0.1777,-0.6013,0.7296,0.2730,3,0.0740,
11.500,-0.2031,-0.9883,0.0078,3,0.1798,-0.5960,0.7336,0.2726,3,0.0740,
11.510,-0.2031,-0.9883,0.0078,3,0.1819,-0.5905,0.7377,0.2720,3,0.0740,
11.522,-0.2031,-0.9883,0.0078,3,0.1840,-0.5851,0.7417,0.2714,3,0.0740,
11.533,0.0430,-0.6055,0.2266,3,0.1840,-0.5851,0.7417,0.2714,3,0.0740,
11.543,0.0430,-0.6055,0.2266,3,0.1888,-0.5723,0.7514,0.2688,3,0.0740,
11.554,0.0430,-0.6055,0.2266,3,0.1909,-0.5673,0.7550,0.2677,3,0.0740,
11.566,0.0430,-0.6055,0.2266,3,0.1929,-0.5624,0.7586,0.2664,3,0.0740,
11.576,0.0430,-0.6055,0.2266,3,0.1949,-0.5579,0.7619,0.2651,3,0.0740,
11.587,0.0430,-0.6055,0.2266,3,0.1968,-0.5535,0.7652,0.2633,3,0.0740,
11.598,-0.2852,-1.0781,-0.5898,3,0.1968,-0.5535,0.7652,0.2633,3,0.0740,
11.610,-0.2852,-1.0781,-0.5898,3,0.2009,-0.5439,0.7723,0.2596,3,0.0740,
11.621,-0.2852,-1.0781,-0.5898,3,0.2025,-0.5400,0.7750,0.2583,3,0.0740,
11.631,-0.2852,-1.0781,-0.5898,3,0.2037,-0.5366,0.7775,0.2569,3,0.0740,
11.643,-0.2852,-1.0781,-0.5898,3,0.2050,-0.5326,0.7804,0.2554,3,0.0740,
11.654,-0.0469,-0.9063,0.4922,3,0.2050,-0.5326,0.7804,0.2554,3,0.0740,
11.664,-0.0469,-0.9063,0.4922,3,0.2089,-0.5221,0.7877,0.2516,3,0.0740,
11.675,-0.0469,-0.9063,0.4922,3,0.2096,-0.5200,0.7892,0.2507,3,0.0740,
11.686,-0.0469,-0.9063,0.4922,3,0.2116,-0.5137,0.7935,0.2483,3,0.0742,
11.698,0.1836,-0.8633,0.0156,3,0.2116,-0.5137,0.7935,0.2483,3,0.0742,
11.709,0.0508,-0.8477,-0.0195,3,0.2116,-0.5137,0.7935,0.2483,3,0.0742,
11.720,0.0508,-0.8477,-0.0195,3,0.2156,-0.5009,0.8022,0.2432,3,0.0742,
11.730,0.0508,-0.8477,-0.0195,3,0.2163,-0.4980,0.8042,0.2419,3,0.0742,
11.742,0.0508,-0.8477,-0.0195,3,0.2170,-0.4952,0.8062,0.2404,3,0.0742,
11.754,0.0664,-1.0156,-0.4219,3,0.2170,-0.4952,0.8062,0.2404,3,0.0742,
11.764,0.0664,-1.0156,-0.4219,3,0.2191,-0.4880,0.8110,0.2369,3,0.0740,
11.776,0.0664,-1.0156,-0.4219,3,0.2195,-0.4860,0.8124,0.2357,3,0.0740,
11.786,0.0664,-1.0156,-0.4219,3,0.2200,-0.4841,0.8138,0.2345,3,0.0740,
11.798,0.0664,-1.0156,-0.4219,3,0.2203,-0.4824,0.8150,0.2335,3,0.0740,
11.809,-0.1445,-0.8164,0.1641,3,0.2203,-0.4824,0.8150,0.2335,3,0.0740,
11.821,-0.1445,-0.8164,0.1641,3,0.2214,-0.4786,0.8176,0.2313,3,0.0737,
11.831,-0.1445,-0.8164,0.1641,3,0.2217,-0.4771,0.8185,0.2306,3,0.0737,
11.843,-0.1445,-0.8164,0.1641,3,0.2221,-0.4758,0.8194,0.2300,3,0.0737,
11.854,0.0195,-0.7070,0.0977,3,0.2221,-0.4758,0.8194,0.2300,3,0.0737,
11.866,0.0195,-0.7070,0.0977,3,0.2227,-0.4730,0.8210,0.2292,3,0.0735,
11.877,0.0195,-0.7070,0.0977,3,0.2231,-0.4720,0.8216,0.2290,3,0.0735,
11.888,-0.1680,-0.5469,0.1641,3,0.2231,-0.4720,0.8216,0.2290,3,0.0735,
11.899,-0.1680,-0.5469,0.1641,3,0.2238,-0.4695,0.8228,0.2289,3,0.0732,
11.910,-0.1680,-0.5469,0.1641,3,0.2241,-0.4685,0.8233,0.2289,3,0.0732,
11.922,-0.1680,-0.5469,0.1641,3,0.2245,-0.4675,0.8239,0.2289,3,0.0732,
11.933,0.0469,-0.4023,0.1680,3,0.2245,-0.4675,0.8239,0.2289,3,0.0732,
11.944,0.0469,-0.4023,0.1680,3,0.2247,-0.4654,0.8251,0.2284,3,0.0730,
11.955,0.0469,-0.4023,0.1680,3,0.2247,-0.4649,0.8254,0.2281,3,0.0730,
11.966,0.0469,-0.4023,0.1680,3,0.2245,-0.4647,0.8257,0.2277,3,0.0730,
11.977,-0.1523,-0.3672,0.1484,3,0.2245,-0.4647,0.8257,0.2277,3,0.0730,
11.988,-0.4023,-0.4766,-0.0898,3,0.2245,-0.4647,0.8257,0.2277,3,0.0730,
12.000,-0.4023,-0.4766,-0.0898,3,0.2239,-0.4648,0.8264,0.2258,3,0.0728,
12.010,-0.4023,-0.4766,-0.0898,3,0.2237,-0.4649,0.8265,0.2253,3,0.0728,
12.020,-0.4023,-0.4766,-0.0898,3,0.2236,-0.4650,0.8265,0.2250,3,0.0725,
12.033,-0.4023,-0.4766,-0.0898,3,0.2237,-0.4650,0.8265,0.2249,3,0.0725,
12.044,-0.5000,-0.4609,0.1211,3,0.2237,-0.4650,0.8265,0.2249,3,0.0725,
12.055,-0.5000,-0.4609,0.1211,3,0.2233,-0.4657,0.8261,0.2253,3,0.0725,
12.066,-0.5000,-0.4609,0.1211,3,0.2230,-0.4660,0.8260,0.2256,3,0.0723,
12.078,-0.2461,-0.2188,0.4375,3,0.2230,-0.4660,0.8260,0.2256,3,0.0723,
12.089,-0.2461,-0.2188,0.4375,3,0.2222,-0.4669,0.8254,0.2265,3,0.0723,
12.100,-0.2461,-0.2188,0.4375,3,0.2219,-0.4673,0.8251,0.2269,3,0.0723,
12.111,-0.2461,-0.2188,0.4375,3,0.2216,-0.4679,0.8248,0.2273,3,0.0720,
12.123,-0.0820,-0.1563,0.1836,3,0.2216,-0.4679,0.8248,0.2273,3,0.0720,
12.134,-0.0820,-0.1563,0.1836,3,0.2206,-0.4701,0.8236,0.2280,3,0.0720,
12.145,-0.0820,-0.1563,0.1836,3,0.2202,-0.4711,0.8231,0.2285,3,0.0720,
12.155,-0.0820,-0.1563,0.1836,3,0.2198,-0.4722,0.8224,0.2289,3,0.0720,
12.167,-0.0820,-0.1563,0.1836,3,0.2193,-0.4735,0.8217,0.2294,3,0.0718,
12.178,-0.3711,-0.5469,-0.2031,3,0.2193,-0.4735,0.8217,0.2294,3,0.0718,
12.189,-0.3711,-0.5469,-0.2031,3,0.2174,-0.4775,0.8193,0.2311,3,0.0718,
12.199,-0.3711,-0.5469,-0.2031,3,0.2165,-0.4794,0.8183,0.2319,3,0.0718,
12.211,-0.3711,-0.5469,-0.2031,3,0.2156,-0.4810,0.8173,0.2327,3,0.0718,
12.223,0.0039,-0.6797,-0.0078,3,0.2156,-0.4810,0.8173,0.2327,3,0.0718,
12.234,0.0039,-0.6797,-0.0078,3,0.2132,-0.4852,0.8148,0.2352,3,0.0718,
12.244,0.0039,-0.6797,-0.0078,3,0.2124,-0.4869,0.8137,0.2362,3,0.0718,
12.255,0.0039,-0.6797,-0.0078,3,0.2119,-0.4884,0.8126,0.2372,3,0.0718,
12.266,0.0039,-0.6797,-0.0078,3,0.2112,-0.4907,0.8111,0.2383,3,0.0715,
12.277,0.3477,-0.6563,0.0469,3,0.2112,-0.4907,0.8111,0.2383,3,0.0715,
12.289,0.3477,-0.6563,0.0469,3,0.2101,-0.4960,0.8074,0.2407,3,0.0715,
12.300,0.3477,-0.6563,0.0469,3,0.2098,-0.4984,0.8058,0.2415,3,0.0715,
12.310,0.3477,-0.6563,0.0469,3,0.2092,-0.5009,0.8041,0.2422,3,0.0715,
12.321,0.3320,-0.8398,-0.5898,3,0.2092,-0.5009,0.8041,0.2422,3,0.0715,
12.333,-0.0625,-0.5938,0.5430,3,0.2092,-0.5009,0.8041,0.2422,3,0.0715,
12.344,-0.0625,-0.5938,0.5430,3,0.2089,-0.5084,0.7989,0.2442,3,0.0715,
12.354,-0.0625,-0.5938,0.5430,3,0.2091,-0.5104,0.7974,0.2449,3,0.0715,
12.365,-0.0625,-0.5938,0.5430,3,0.2094,-0.5123,0.7958,0.2457,3,0.0715,
12.377,-0.1680,-0.5938,0.2031,3,0.2094,-0.5123,0.7958,0.2457,3,0.0715,
12.387,-0.1680,-0.5938,0.2031,3,0.2103,-0.5173,0.7917,0.2477,3,0.0715,
12.398,-0.1680,-0.5938,0.2031,3,0.2103,-0.5197,0.7900,0.2483,3,0.0715,
12.409,-0.1680,-0.5938,0.2031,3,0.2103,-0.5222,0.7881,0.2488,3,0.0715,
12.420,-0.1680,-0.5938,0.2031,3,0.2101,-0.5250,0.7862,0.2492,3,0.0715,
12.431,-0.1680,-0.5938,0.2031,3,0.2095,-0.5281,0.7843,0.2492,3,0.0715,
12.441,0.1328,-0.5156,0.5898,3,0.2095,-0.5281,0.7843,0.2492,3,0.0715,
12.452,0.1328,-0.5156,0.5898,3,0.2076,-0.5347,0.7808,0.2479,3,0.0715,
12.464,0.6211,-0.7422,-0.2930,3,0.2076,-0.5347,0.7808,0.2479,3,0.0715,
12.475,0.6211,-0.7422,-0.2930,3,0.2066,-0.5419,0.7770,0.2449,3,0.0718,
12.486,0.6211,-0.7422,-0.2930,3,0.2068,-0.5442,0.7756,0.2439,3,0.0718,
12.496,-0.1719,-0.8281,-0.6133,3,0.2068,-0.5442,0.7756,0.2439,3,0.0718,
12.508,-0.1914,-0.6680,-0.3242,3,0.2068,-0.5442,0.7756,0.2439,3,0.0718,
12.519,-0.1914,-0.6680,-0.3242,3,0.2098,-0.5491,0.7725,0.2404,3,0.0718,
12.529,-0.1914,-0.6680,-0.3242,3,0.2111,-0.5496,0.7721,0.2393,3,0.0718,
12.540,-0.1914,-0.6680,-0.3242,3,0.2121,-0.5502,0.7719,0.2378,3,0.0718,
12.553,-0.2930,-0.0781,0.9258,3,0.2121,-0.5502,0.7719,0.2378,3,0.0718,
12.563,-0.2930,-0.0781,0.9258,3,0.2135,-0.5518,0.7722,0.2318,3,0.0715,
12.574,-0.2930,-0.0781,0.9258,3,0.2136,-0.5528,0.7723,0.2286,3,0.0715,
12.584,-0.2930,-0.0781,0.9258,3,0.2137,-0.5537,0.7726,0.2257,3,0.0715,
12.597,-0.2930,-0.0781,0.9258,3,0.2136,-0.5547,0.7727,0.2225,3,0.0715,
12.608,-0.4023,-0.2734,-0.3125,3,0.2136,-0.5547,0.7727,0.2225,3,0.0715,
12.619,-0.4023,-0.2734,-0.3125,3,0.2126,-0.5581,0.7726,0.2155,3,0.0715,
12.631,-0.4023,-0.2734,-0.3125,3,0.2120,-0.5596,0.7725,0.2127,3,0.0715,
12.642,-0.0547,-0.1680,-0.5078,3,0.2120,-0.5596,0.7725,0.2127,3,0.0715,
12.653,-0.0547,-0.1680,-0.5078,3,0.2117,-0.5623,0.7722,0.2067,3,0.0715,
12.663,-0.0547,-0.1680,-0.5078,3,0.2122,-0.5630,0.7722,0.2045,3,0.0715,
12.675,-0.0547,-0.1680,-0.5078,3,0.2128,-0.5637,0.7721,0.2023,3,0.0715,
12.686,-0.0547,-0.1680,-0.5078,3,0.2137,-0.5641,0.7720,0.2000,3,0.0715,
12.698,-0.6914,-0.3984,-0.4023,3,0.2137,-0.5641,0.7720,0.2000,3,0.0715,
12.708,-0.6914,-0.3984,-0.4023,3,0.2171,-0.5639,0.7728,0.1940,3,0.0713,
12.720,-0.6914,-0.3984,-0.4023,3,0.2183,-0.5637,0.7732,0.1920,3,0.0713,
12.732,-0.0547,-0.2461,-0.2070,3,0.2183,-0.5637,0.7732,0.1920,3,0.0713,
12.742,-0.0547,-0.2461,-0.2070,3,0.2195,-0.5643,0.7736,0.1870,3,0.0713,
12.753,-0.0547,-0.2461,-0.2070,3,0.2189,-0.5652,0.7737,0.1848,3,0.0713,
12.764,-0.0547,-0.2461,-0.2070,3,0.2189,-0.5657,0.7736,0.1830,3,0.0713,
12.775,-0.0547,-0.2461,-0.2070,3,0.2189,-0.5663,0.7736,0.1815,3,0.0713,
12.787,0.1289,-0.1484,-0.1523,3,0.2189,-0.5663,0.7736,0.1815,3,0.0713,
12.798,0.1289,-0.1484,-0.1523,3,0.2189,-0.5679,0.7731,0.1785,3,0.0713,
12.809,0.1289,-0.1484,-0.1523,3,0.2186,-0.5686,0.7728,0.1777,3,0.0713,
12.819,0.1289,-0.1484,-0.1523,3,0.2186,-0.5691,0.7726,0.1772,3,0.0710,
12.830,0.1289,-0.1484,-0.1523,3,0.2186,-0.5695,0.7725,0.1768,3,0.0710,
12.841,-0.1406,-0.2031,-0.6445,3,0.2186,-0.5695,0.7725,0.1768,3,0.0710,
12.853,-0.1406,-0.2031,-0.6445,3,0.2194,-0.5693,0.7722,0.1772,3,0.0710,
12.863,-0.1406,-0.2031,-0.6445,3,0.2198,-0.5692,0.7722,0.1776,3,0.0710,
12.874,-0.1406,-0.2031,-0.6445,3,0.2205,-0.5687,0.7721,0.1782,3,0.0710,
12.886,-0.1406,-0.2031,-0.6445,3,0.2210,-0.5684,0.7721,0.1787,3,0.0708,
12.896,0.0234,-0.1406,0.1719,3,0.2210,-0.5684,0.7721,0.1787,3,0.0708,
12.907,0.0391,-0.1719,0.1484,3,0.2210,-0.5684,0.7721,0.1787,3,0.0708,
12.918,0.0391,-0.1719,0.1484,3,0.2214,-0.5681,0.7720,0.1797,3,0.0708,
12.929,0.0391,-0.1719,0.1484,3,0.2214,-0.5682,0.7719,0.1799,3,0.0708,
12.939,0.0391,-0.1719,0.1484,3,0.2213,-0.5684,0.7718,0.1798,3,0.0708,
12.951,0.0391,-0.1719,0.1484,3,0.2209,-0.5687,0.7717,0.1796,3,0.0708,
12.961,0.0391,-0.1719,0.1484,3,0.2201,-0.5695,0.7714,0.1793,3,0.0706,
12.973,0.0391,-0.1719,0.1484,3,0.2199,-0.5697,0.7715,0.1788,3,0.0706,
12.984,0.0391,-0.1719,0.1484,3,0.2198,-0.5697,0.7715,0.1784,3,0.0706,
12.994,0.0391,-0.1719,0.1484,3,0.2199,-0.5696,0.7717,0.1780,3,0.0706,
13.005,0.0391,-0.1719,0.1484,3,0.2202,-0.5694,0.7719,0.1777,3,0.0706,
13.017,0.1406,-0.3711,-0.0391,3,0.2202,-0.5694,0.7719,0.1777,3,0.0706,
13.028,0.1406,-0.3711,-0.0391,3,0.2203,-0.5698,0.7716,0.1774,3,0.0706,
13.038,0.1406,-0.3711,-0.0391,3,0.2206,-0.5700,0.7713,0.1776,3,0.0703,
13.050,0.1406,-0.3711,-0.0391,3,0.2209,-0.5706,0.7706,0.1783,3,0.0703,
13.061,0.0234,-0.2305,0.6172,3,0.2209,-0.5706,0.7706,0.1783,3,0.0703,
13.072,0.0234,-0.2305,0.6172,3,0.2220,-0.5726,0.7686,0.1793,3,0.0703,
13.083,0.0234,-0.2305,0.6172,3,0.2220,-0.5738,0.7677,0.1793,3,0.0703,
13.093,0.0234,-0.2305,0.6172,3,0.2223,-0.5748,0.7669,0.1792,3,0.0703,
13.105,0.0234,-0.2305,0.6172,3,0.2230,-0.5753,0.7663,0.1790,3,0.0703,
13.116,0.1758,-0.2070,0.0820,3,0.2230,-0.5753,0.7663,0.1790,3,0.0703,
13.127,0.1758,-0.2070,0.0820,3,0.2250,-0.5774,0.7642,0.1788,3,0.0703,
13.137,0.1758,-0.2070,0.0820,3,0.2264,-0.5782,0.7632,0.1790,3,0.0703,
13.149,0.1758,-0.2070,0.0820,3,0.2282,-0.5792,0.7618,0.1794,3,0.0703,
13.159,0.1758,-0.2070,0.0820,3,0.2297,-0.5801,0.7604,0.1799,3,0.0703,
13.171,0.1758,-0.2070,0.0820,3,0.2288,-0.5844,0.7565,0.1839,3,0.0703,
13.182,-3.9609,-9.9102,3.3867,3,0.2288,-0.5844,0.7565,0.1839,3,0.0703,
13.194,-3.9609,-9.9102,3.3867,3,0.2223,-0.6022,0.7371,0.2112,3,0.0718,
13.205,-3.9609,-9.9102,3.3867,3,0.2212,-0.6049,0.7356,0.2100,3,0.0718,
13.216,-0.8828,-0.2109,-0.3906,3,0.2212,-0.6049,0.7356,0.2100,3,0.0718,
13.228,-0.0039,-0.0234,0.2734,3,0.2212,-0.6049,0.7356,0.2100,3,0.0718,
13.239,-0.0039,-0.0234,0.2734,3,0.2221,-0.6059,0.7339,0.2119,3,0.0718,
13.249,-0.0273,0.0000,-0.4102,3,0.2221,-0.6059,0.7339,0.2119,3,0.0718,
13.261,-0.0820,-0.0820,-0.3164,3,0.2221,-0.6059,0.7339,0.2119,3,0.0718,
13.272,-0.0820,-0.0820,-0.3164,3,0.2201,-0.6082,0.7324,0.2127,3,0.0715,
13.283,-0.0820,-0.0820,-0.3164,3,0.2199,-0.6083,0.7323,0.2128,3,0.0715,
13.293,-0.0820,-0.0820,-0.3164,3,0.2198,-0.6082,0.7326,0.2122,3,0.0715,
13.304,-0.0820,-0.0820,-0.3164,3,0.2194,-0.6082,0.7329,0.2117,3,0.0715,
13.317,0.0313,0.0586,-0.2969,3,0.2194,-0.6082,0.7329,0.2117,3,0.0715,
13.327,0.0313,0.0586,-0.2969,3,0.2172,-0.6091,0.7336,0.2089,3,0.0713,
13.338,0.0313,0.0586,-0.2969,3,0.2170,-0.6091,0.7340,0.2078,3,0.0713,
13.349,0.0313,0.0586,-0.2969,3,0.2170,-0.6090,0.7344,0.2065,3,0.0713,
13.360,0.1289,0.0469,-0.0586,3,0.2170,-0.6090,0.7344,0.2065,3,0.0713,
13.371,0.1914,-0.0898,-0.2266,3,0.2170,-0.6090,0.7344,0.2065,3,0.0713,
13.382,0.1914,-0.0898,-0.2266,3,0.2128,-0.6130,0.7343,0.1991,3,0.0713,
13.393,0.1914,-0.0898,-0.2266,3,0.2119,-0.6141,0.7342,0.1974,3,0.0713,
13.404,0.1914,-0.0898,-0.2266,3,0.2115,-0.6146,0.7342,0.1962,3,0.0713,
13.415,0.1914,-0.0898,-0.2266,3,0.2115,-0.6146,0.7344,0.1956,3,0.0713,
13.426,0.0898,-0.0508,0.2695,3,0.2115,-0.6146,0.7344,0.1956,3,0.0713,
13.436,0.0898,-0.0508,0.2695,3,0.2111,-0.6150,0.7344,0.1948,3,0.0710,
13.447,0.0898,-0.0508,0.2695,3,0.2106,-0.6155,0.7341,0.1945,3,0.0710,
13.458,0.0898,-0.0508,0.2695,3,0.2098,-0.6163,0.7338,0.1938,3,0.0710,
13.469,0.0898,-0.0508,0.2695,3,0.2091,-0.6172,0.7335,0.1932,3,0.0710,
13.480,0.3594,-0.2148,0.0977,3,0.2091,-0.6172,0.7335,0.1932,3,0.0710,
13.492,0.3594,-0.2148,0.0977,3,0.2067,-0.6197,0.7322,0.1929,3,0.0710,
13.503,0.3594,-0.2148,0.0977,3,0.2056,-0.6209,0.7314,0.1932,3,0.0710,
13.513,0.3594,-0.2148,0.0977,3,0.2043,-0.6222,0.7305,0.1936,3,0.0710,
13.524,0.3594,-0.2148,0.0977,3,0.2031,-0.6234,0.7297,0.1939,3,0.0708,
13.536,0.3281,0.0664,0.8633,3,0.2031,-0.6234,0.7297,0.1939,3,0.0708,
13.547,0.3281,0.0664,0.8633,3,0.2020,-0.6253,0.7283,0.1943,3,0.0708,
13.557,0.3281,0.0664,0.8633,3,0.2022,-0.6255,0.7280,0.1945,3,0.0708,
13.569,0.3281,0.0664,0.8633,3,0.2028,-0.6255,0.7278,0.1947,3,0.0708,
13.580,0.3281,0.0664,0.8633,3,0.2036,-0.6254,0.7277,0.1948,3,0.0708,
13.591,-0.0352,0.0508,0.1211,3,0.2036,-0.6254,0.7277,0.1948,3,0.0708,
13.602,-0.0352,0.0508,0.1211,3,0.2056,-0.6248,0.7276,0.1949,3,0.0706,
13.613,-0.0352,0.0508,0.1211,3,0.2060,-0.6250,0.7273,0.1949,3,0.0706,
13.624,-0.0352,0.0508,0.1211,3,0.2062,-0.6254,0.7269,0.1949,3,0.0706,
13.635,0.0820,0.0703,0.1289,3,0.2062,-0.6254,0.7269,0.1949,3,0.0706,
13.646,0.0820,0.0703,0.1289,3,0.2072,-0.6263,0.7256,0.1955,3,0.0706,
13.657,0.0820,0.0703,0.1289,3,0.2079,-0.6263,0.7253,0.1958,3,0.0706,
13.668,0.0820,0.0703,0.1289,3,0.2083,-0.6265,0.7251,0.1960,3,0.0706,
13.678,0.0820,0.0703,0.1289,3,0.2086,-0.6265,0.7249,0.1962,3,0.0706,
13.689,0.0820,0.0703,0.1289,3,0.2089,-0.6265,0.7247,0.1965,3,0.0703,
