30.008,0.0391,-0.0234,0.0000,3,0.3938,0.1934,-0.1520,0.8857,2,0.4968,
30.019,0.0391,-0.0234,0.0000,3,0.3938,0.1935,-0.1520,0.8857,2,0.4968,
30.029,0.0391,-0.0234,0.0000,3,0.3938,0.1935,-0.1520,0.8857,2,0.4968,
30.041,0.0391,-0.0234,0.0000,3,0.3938,0.1934,-0.1520,0.8857,2,0.4968,
30.051,0.0391,-0.0234,0.0000,3,0.3939,0.1934,-0.1519,0.8857,2,0.4971,
30.062,0.0391,-0.0234,0.0000,3,0.3939,0.1934,-0.1519,0.8857,2,0.4971,
30.073,-0.0039,0.0156,-0.0039,3,0.3939,0.1934,-0.1519,0.8857,2,0.4971,
30.085,-0.0039,0.0156,-0.0039,3,0.3938,0.1935,-0.1520,0.8857,2,0.4971,
30.095,-0.0039,0.0156,-0.0039,3,0.3938,0.1935,-0.1520,0.8856,2,0.4971,
30.106,-0.0039,0.0156,-0.0039,3,0.3938,0.1935,-0.1520,0.8856,2,0.4971,
30.117,-0.0039,0.0156,-0.0039,3,0.3938,0.1935,-0.1520,0.8856,2,0.4971,
30.128,-0.0352,-0.0234,0.0078,3,0.3938,0.1935,-0.1520,0.8856,2,0.4971,
30.139,-0.0352,-0.0234,0.0078,3,0.3939,0.1935,-0.1520,0.8856,2,0.4971,
30.150,-0.0352,-0.0234,0.0078,3,0.3939,0.1935,-0.1519,0.8856,2,0.4973,
30.161,-0.0352,-0.0234,0.0078,3,0.3939,0.1935,-0.1520,0.8856,2,0.4973,
30.173,-0.0352,-0.0156,0.0078,3,0.3939,0.1935,-0.1520,0.8856,2,0.4973,
30.184,-0.0352,-0.0156,0.0078,3,0.3938,0.1935,-0.1520,0.8856,2,0.4973,
30.195,-0.0352,-0.0156,0.0078,3,0.3938,0.1936,-0.1520,0.8856,2,0.4973,
30.205,-0.0352,-0.0156,0.0078,3,0.3938,0.1936,-0.1520,0.8856,2,0.4973,
30.217,-0.0352,-0.0156,0.0078,3,0.3938,0.1936,-0.1520,0.8856,2,0.4973,
30.228,0.0313,-0.0234,0.0000,3,0.3938,0.1936,-0.1520,0.8856,2,0.4973,
