1.3760,-0.0352,0.0234,-0.0391,3,0.5406,-0.0710,0.1637,0.8221,0,3.1416,
1.3870,-0.0352,0.0234,-0.0391,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.3980,-0.0352,0.0234,-0.0391,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.4090,0.0508,-0.0078,-0.0039,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.4200,0.0039,0.0313,-0.0039,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.4310,0.0039,0.0313,-0.0039,3,0.5406,-0.0711,0.1636,0.8221,0,3.1416,
1.4410,0.0039,0.0313,-0.0039,3,0.5406,-0.0711,0.1636,0.8221,0,3.1416,
1.4530,0.0039,0.0313,-0.0039,3,0.5406,-0.0712,0.1636,0.8221,0,3.1416,
1.4640,0.0039,0.0313,-0.0039,3,0.5406,-0.0712,0.1635,0.8221,0,3.1416,
1.4750,0.0039,-0.0469,0.0352,3,0.5406,-0.0712,0.1635,0.8221,0,3.1416,
1.4860,0.0039,-0.0469,0.0352,3,0.5406,-0.0712,0.1636,0.8221,0,3.1416,
1.4970,0.0039,-0.0469,0.0352,3,0.5406,-0.0712,0.1636,0.8221,0,3.1416,
1.5080,0.0039,-0.0469,0.0352,3,0.5406,-0.0711,0.1637,0.8221,0,3.1416,
1.5190,0.0039,0.0234,-0.0391,3,0.5406,-0.0711,0.1637,0.8221,0,3.1416,
1.5300,0.0039,0.0234,-0.0391,3,0.5408,-0.0707,0.1638,0.8220,0,3.1416,
1.5410,0.0039,0.0234,-0.0391,3,0.5408,-0.0707,0.1638,0.8220,0,3.1416,
1.5520,0.0039,0.0234,-0.0391,3,0.5408,-0.0707,0.1637,0.8221,0,3.1416,
1.5620,0.0039,0.0234,-0.0391,3,0.5407,-0.0709,0.1637,0.8221,0,3.1416,
1.5740,0.0117,-0.0078,-0.0039,3,0.5407,-0.0709,0.1637,0.8221,0,3.1416,
1.5860,0.0117,-0.0078,-0.0039,3,0.5406,-0.0712,0.1636,0.8221,0,3.1416,
1.5960,0.0117,-0.0078,-0.0039,3,0.5405,-0.0712,0.1635,0.8222,0,3.1416,
1.6070,0.0117,-0.0078,-0.0039,3,0.5405,-0.0713,0.1635,0.8222,0,3.1416,
1.6180,0.0117,-0.0078,-0.0039,3,0.5405,-0.0713,0.1634,0.8223,0,3.1416,
1.6300,0.0508,-0.0078,0.0352,3,0.5405,-0.0713,0.1634,0.8223,0,3.1416,
1.6410,0.0508,-0.0078,0.0352,3,0.5406,-0.0712,0.1636,0.8221,0,3.1416,
1.6510,0.0508,-0.0078,0.0352,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.6620,0.0508,-0.0078,0.0352,3,0.5406,-0.0710,0.1637,0.8221,0,3.1416,
1.6740,0.0117,-0.0078,-0.0039,3,0.5406,-0.0710,0.1637,0.8221,0,3.1416,
1.6850,0.0117,-0.0078,-0.0039,3,0.5406,-0.0708,0.1636,0.8221,0,3.1416,
1.6960,0.0117,-0.0078,-0.0039,3,0.5406,-0.0708,0.1636,0.8221,0,3.1416,
1.7070,0.0117,-0.0078,-0.0039,3,0.5407,-0.0709,0.1637,0.8221,0,3.1416,
1.7180,-0.0742,0.0234,-0.0039,3,0.5407,-0.0709,0.1637,0.8221,0,3.1416,
1.7290,-0.0352,-0.0078,-0.0039,3,0.5407,-0.0709,0.1637,0.8221,0,3.1416,
1.7400,-0.0352,0.0703,-0.0039,3,0.5407,-0.0709,0.1637,0.8221,0,3.1416,
1.7520,-0.0352,0.0703,-0.0039,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.7630,-0.0352,0.0703,-0.0039,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.7740,0.0117,-0.0078,0.0352,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.7850,0.0117,-0.0078,0.0352,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.7960,0.0117,-0.0078,0.0352,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.8070,0.0117,-0.0078,0.0352,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.8180,0.0117,-0.0078,0.0352,3,0.5406,-0.0710,0.1635,0.8221,0,3.1416,
1.8280,0.0508,-0.0469,-0.0039,3,0.5406,-0.0710,0.1635,0.8221,0,3.1416,
1.8400,0.0508,-0.0469,-0.0039,3,0.5406,-0.0712,0.1635,0.8222,0,3.1416,
1.8510,0.0508,-0.0469,-0.0039,3,0.5406,-0.0712,0.1635,0.8222,0,3.1416,
1.8620,0.0508,-0.0469,-0.0039,3,0.5406,-0.0712,0.1635,0.8222,0,3.1416,
1.8730,0.0117,-0.0078,-0.0039,3,0.5406,-0.0712,0.1635,0.8222,0,3.1416,
1.8850,0.0117,-0.0078,-0.0039,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.8950,0.0117,-0.0078,-0.0039,3,0.5406,-0.0710,0.1636,0.8221,0,3.1416,
1.9060,0.0117,-0.0078,-0.0039,3,0.5406,-0.0709,0.1637,0.8221,0,3.1416,
1.9170,0.0117,-0.0078,-0.0039,3,0.5407,-0.0709,0.1637,0.8221,0,3.1416,
1.9290,-0.0430,0.0234,-0.0039,3,0.5407,-0.0709,0.1637,0.8221,0,3.1416,
1.9400,-0.0430,0.0234,-0.0039,3,0.5407,-0.0708,0.1638,0.8221,0,3.1416,
1.9500,-0.0430,0.0234,-0.0039,3,0.5407,-0.0708,0.1637,0.8221,0,3.1416,
1.9610,-0.0430,0.0234,-0.0039,3,0.5406,-0.0709,0.1636,0.8221,0,3.1416,
1.9730,-0.0430,0.0234,-0.0039,3,0.5406,-0.0709,0.1636,0.8221,0,3.1416,
